Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against
2023-01-28,Connor Ingram,away,Arizona Coyotes,Anaheim Ducks,63.5667,2,4.01
2023-01-28,Matthew Berlin,home,Edmonton Oilers,Chicago Blackhawks,2.4333,0,0.01
2023-01-28,Jack Campbell,home,Edmonton Oilers,Chicago Blackhawks,57.5667,3,2.66
2023-01-28,Petr Mrazek,away,Chicago Blackhawks,Edmonton Oilers,60.0,7,5.07
2023-01-28,Philipp Grubauer,home,Seattle Kraken,Columbus Blue Jackets,60.0,1,2.15
2023-01-28,Elvis Merzlikins,away,Columbus Blue Jackets,Seattle Kraken,56.9167,3,3.21
2023-01-29,Frederik Andersen,home,Carolina Hurricanes,Boston Bruins,59.8833,1,2.02
2023-01-29,Linus Ullmark,away,Boston Bruins,Carolina Hurricanes,59.4167,3,3.65
2023-01-29,Ilya Samsonov,home,Toronto Maple Leafs,Washington Capitals,59.8167,1,1.89
2023-01-29,Darcy Kuemper,away,Washington Capitals,Toronto Maple Leafs,34.0333,4,1.96
2023-01-29,Charlie Lindgren,away,Washington Capitals,Toronto Maple Leafs,25.6667,1,1.07
2023-01-30,Connor Hellebuyck,home,Winnipeg Jets,St Louis Blues,60.0,2,1.8
2023-01-30,Jordan Binnington,away,St Louis Blues,Winnipeg Jets,58.8,3,3.65
2023-01-31,Frederik Andersen,home,Carolina Hurricanes,Los Angeles Kings,64.1,4,1.63
2023-01-31,Pheonix Copley,away,Los Angeles Kings,Carolina Hurricanes,64.1,5,3.16
2023-01-31,Jake Allen,home,Montreal Canadiens,Ottawa Senators,58.8,5,3.16
2023-01-31,Anton Forsberg,away,Ottawa Senators,Montreal Canadiens,59.8167,4,4.09
2023-01-31,Joonas Korpisalo,home,Columbus Blue Jackets,Washington Capitals,60.4333,4,3.5
2023-01-31,Charlie Lindgren,away,Washington Capitals,Columbus Blue Jackets,60.4333,3,2.59
2023-02-01,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Carolina Hurricanes,58.65,4,2.6
2023-02-01,Antti Raanta,away,Carolina Hurricanes,Buffalo Sabres,60.0,1,2.35
2023-02-01,Ilya Samsonov,home,Toronto Maple Leafs,Boston Bruins,59.9167,5,2.05
2023-02-01,Linus Ullmark,away,Boston Bruins,Toronto Maple Leafs,60.0,2,2.97
2023-02-06,Carter Hart,home,Philadelphia Flyers,New York Islanders,58.0333,2,3.17
2023-02-06,Semyon Varlamov,away,New York Islanders,Philadelphia Flyers,60.0,1,2.15
2023-02-06,Sergei Bobrovsky,home,Florida Panthers,Tampa Bay Lightning,60.0,1,3.73
2023-02-06,Andrei Vasilevskiy,away,Tampa Bay Lightning,Florida Panthers,59.9,7,4.59
2023-02-06,Jaroslav Halak,home,New York Rangers,Calgary Flames,61.6167,4,2.45
2023-02-06,Jacob Markstrom,away,Calgary Flames,New York Rangers,61.3333,5,3.62
2023-02-06,Vitek Vanecek,home,New Jersey Devils,Vancouver Canucks,64.3,4,2.68
2023-02-06,Collin Delia,away,Vancouver Canucks,New Jersey Devils,64.3,5,2.7
2023-02-06,Jake Oettinger,home,Dallas Stars,Anaheim Ducks,65.0,2,2.98
2023-02-06,John Gibson,away,Anaheim Ducks,Dallas Stars,64.9,2,5.49
2023-02-06,Karel Vejmelka,home,Arizona Coyotes,Minnesota Wild,60.0,2,3.17
2023-02-06,Marc-Andre Fleury,away,Minnesota Wild,Arizona Coyotes,58.7833,3,3.89
2023-02-07,Casey DeSmith,home,Pittsburgh Penguins,Colorado Avalanche,63.6,1,4.08
2023-02-07,Pavel Francouz,away,Colorado Avalanche,Pittsburgh Penguins,63.45,2,3.52
2023-02-07,Brian Elliott,home,Tampa Bay Lightning,San Jose Sharks,62.0333,4,2.41
2023-02-07,Kaapo Kahkonen,away,San Jose Sharks,Tampa Bay Lightning,62.3167,3,4.01
2023-02-07,Ville Husso,home,Detroit Red Wings,Edmonton Oilers,59.1333,4,2.49
2023-02-07,Jack Campbell,away,Edmonton Oilers,Detroit Red Wings,59.7667,2,2.72
2023-02-07,Ilya Sorokin,home,New York Islanders,Seattle Kraken,60.0,0,2.66
2023-02-07,Martin Jones,away,Seattle Kraken,New York Islanders,60.0,4,3.08
2023-02-07,Juuse Saros,home,Nashville Predators,Vegas Golden Knights,57.6833,4,3.83
2023-02-07,Adin Hill,away,Vegas Golden Knights,Nashville Predators,60.0,1,1.8
2023-02-07,Petr Mrazek,home,Chicago Blackhawks,Anaheim Ducks,62.25,3,1.89
2023-02-07,Anthony Stolarz,away,Anaheim Ducks,Chicago Blackhawks,62.25,2,2.57
2023-02-08,Igor Shesterkin,home,New York Rangers,Vancouver Canucks,60.0,3,1.71
2023-02-08,Spencer Martin,away,Vancouver Canucks,New York Rangers,58.7,4,2.58
2023-02-08,Jake Oettinger,home,Dallas Stars,Minnesota Wild,60.0,1,2.88
2023-02-08,Filip Gustavsson,away,Minnesota Wild,Dallas Stars,57.2,3,3.27
2023-02-09,Andrei Vasilevskiy,home,Tampa Bay Lightning,Colorado Avalanche,60.0,0,3.27
2023-02-09,Alexandar Georgiev,away,Colorado Avalanche,Tampa Bay Lightning,59.7333,5,3.92
2023-02-09,Carter Hart,home,Philadelphia Flyers,Edmonton Oilers,65.0,1,2.61
2023-02-09,Stuart Skinner,away,Edmonton Oilers,Philadelphia Flyers,65.0,1,3.19
2023-02-09,Sergei Bobrovsky,home,Florida Panthers,San Jose Sharks,60.0,1,4.29
2023-02-09,Kaapo Kahkonen,away,San Jose Sharks,Florida Panthers,58.95,2,2.95
2023-02-09,Mackenzie Blackwood,home,New Jersey Devils,Seattle Kraken,59.7667,1,3.59
2023-02-09,Philipp Grubauer,away,Seattle Kraken,New Jersey Devils,59.4333,2,2.01
2023-02-09,Ville Husso,home,Detroit Red Wings,Calgary Flames,60.0,1,2.58
2023-02-09,Dan Vladar,away,Calgary Flames,Detroit Red Wings,58.8333,2,2.28
2023-02-09,Ilya Sorokin,home,New York Islanders,Vancouver Canucks,57.05,6,4.29
2023-02-09,Collin Delia,away,Vancouver Canucks,New York Islanders,59.6333,5,3.79
2023-02-09,Marc-Andre Fleury,home,Minnesota Wild,Vegas Golden Knights,39.9833,5,1.36
2023-02-09,Filip Gustavsson,home,Minnesota Wild,Vegas Golden Knights,20.0,0,0.42
2023-02-09,Adin Hill,away,Vegas Golden Knights,Minnesota Wild,18.6833,0,0.31
2023-02-09,Logan Thompson,away,Vegas Golden Knights,Minnesota Wild,41.3167,1,2.3
2023-02-10,Igor Shesterkin,home,New York Rangers,Seattle Kraken,60.0,3,2.73
2023-02-10,Martin Jones,away,Seattle Kraken,New York Rangers,57.9,5,3.34
2023-02-10,Joonas Korpisalo,home,Columbus Blue Jackets,Toronto Maple Leafs,60.0,3,3.66
2023-02-10,Ilya Samsonov,away,Toronto Maple Leafs,Columbus Blue Jackets,60.0,0,2.26
2023-02-10,Jaxson Stauber,home,Chicago Blackhawks,Arizona Coyotes,63.5,3,2.05
2023-02-10,Connor Ingram,away,Arizona Coyotes,Chicago Blackhawks,63.6167,4,2.86
2023-02-10,John Gibson,home,Anaheim Ducks,Pittsburgh Penguins,60.0,6,5.83
2023-02-10,Casey DeSmith,away,Pittsburgh Penguins,Anaheim Ducks,60.0,3,2.0
2023-02-11,Ville Husso,home,Detroit Red Wings,Vancouver Canucks,59.0,2,2.66
2023-02-11,Spencer Martin,away,Vancouver Canucks,Detroit Red Wings,60.0,5,1.96
2023-02-11,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Calgary Flames,59.75,7,3.5
2023-02-11,Jacob Markstrom,away,Calgary Flames,Buffalo Sabres,60.0,2,3.16
2023-02-11,Anton Forsberg,home,Ottawa Senators,Edmonton Oilers,54.6167,6,3.14
2023-02-11,Mads Sogaard,home,Ottawa Senators,Edmonton Oilers,5.3833,0,0.28
2023-02-11,Jack Campbell,away,Edmonton Oilers,Ottawa Senators,59.7167,3,2.79
2023-02-11,Sam Montembeault,home,Montreal Canadiens,New York Islanders,64.6333,3,2.17
2023-02-11,Semyon Varlamov,away,New York Islanders,Montreal Canadiens,64.1167,4,2.51
2023-02-11,Carter Hart,home,Philadelphia Flyers,Nashville Predators,60.5667,2,2.0
2023-02-11,Juuse Saros,away,Nashville Predators,Philadelphia Flyers,60.1833,1,1.86
2023-02-11,Scott Wedgewood,home,Dallas Stars,Tampa Bay Lightning,59.7167,2,2.74
2023-02-11,Andrei Vasilevskiy,away,Tampa Bay Lightning,Dallas Stars,59.95,1,3.42
2023-02-11,Jeremy Swayman,home,Boston Bruins,Washington Capitals,58.0833,2,3.12
2023-02-11,Darcy Kuemper,away,Washington Capitals,Boston Bruins,60.0,1,3.22
2023-02-11,Sergei Bobrovsky,home,Florida Panthers,Colorado Avalanche,57.9833,4,4.76
2023-02-11,Alexandar Georgiev,away,Colorado Avalanche,Florida Panthers,60.0,3,4.66
2023-02-11,Joseph Woll,home,Toronto Maple Leafs,Columbus Blue Jackets,56.9333,4,3.17
2023-02-11,Elvis Merzlikins,away,Columbus Blue Jackets,Toronto Maple Leafs,60.0,3,3.14
2023-02-11,Frederik Andersen,home,Carolina Hurricanes,New York Rangers,59.4333,5,2.66
2023-02-11,Jaroslav Halak,away,New York Rangers,Carolina Hurricanes,59.8333,2,3.82
2023-02-11,Jordan Binnington,home,St Louis Blues,Arizona Coyotes,61.0333,5,2.71
2023-02-11,Karel Vejmelka,away,Arizona Coyotes,St Louis Blues,60.4,6,3.7
2023-02-11,Filip Gustavsson,home,Minnesota Wild,New Jersey Devils,65.0,2,2.47
2023-02-11,Vitek Vanecek,away,New Jersey Devils,Minnesota Wild,65.0,2,2.33
2023-02-11,Connor Hellebuyck,home,Winnipeg Jets,Chicago Blackhawks,60.0,1,3.69
2023-02-11,Petr Mrazek,away,Chicago Blackhawks,Winnipeg Jets,56.6167,3,2.98
2023-02-11,Pheonix Copley,home,Los Angeles Kings,Pittsburgh Penguins,60.0,0,3.27
2023-02-11,Casey DeSmith,away,Pittsburgh Penguins,Los Angeles Kings,21.9667,3,1.47
2023-02-11,Dustin Tokarski,away,Pittsburgh Penguins,Los Angeles Kings,37.8667,3,2.5
2023-02-12,Jake Allen,home,Montreal Canadiens,Edmonton Oilers,60.0,2,3.62
2023-02-12,Stuart Skinner,away,Edmonton Oilers,Montreal Canadiens,59.2667,6,2.73
2023-02-12,Charlie Lindgren,home,Washington Capitals,San Jose Sharks,58.6167,3,4.42
2023-02-12,Aaron Dell,away,San Jose Sharks,Washington Capitals,22.9333,0,0.84
2023-02-12,Kaapo Kahkonen,away,San Jose Sharks,Washington Capitals,37.0667,1,1.8
2023-02-12,Felix Sandstrom,home,Philadelphia Flyers,Seattle Kraken,58.4,4,2.03
2023-02-12,Philipp Grubauer,away,Seattle Kraken,Philadelphia Flyers,60.0,3,1.7
2023-02-12,Adin Hill,home,Vegas Golden Knights,Anaheim Ducks,60.0,2,1.95
2023-02-12,John Gibson,away,Anaheim Ducks,Vegas Golden Knights,59.2833,7,3.46
2023-02-13,Mads Sogaard,home,Ottawa Senators,Calgary Flames,61.1,3,2.77
2023-02-13,Jacob Markstrom,away,Calgary Flames,Ottawa Senators,61.5167,4,2.62
2023-02-13,Kevin Lankinen,home,Nashville Predators,Arizona Coyotes,59.0333,3,1.55
2023-02-13,Karel Vejmelka,away,Arizona Coyotes,Nashville Predators,60.0,2,3.68
2023-02-13,Filip Gustavsson,home,Minnesota Wild,Florida Panthers,64.9167,1,3.36
2023-02-13,Sergei Bobrovsky,away,Florida Panthers,Minnesota Wild,64.4833,1,2.57
2023-02-13,Collin Delia,home,Vancouver Canucks,Detroit Red Wings,60.0,6,2.32
2023-02-13,Ville Husso,away,Detroit Red Wings,Vancouver Canucks,59.5333,1,3.16
2023-02-13,Pheonix Copley,home,Los Angeles Kings,Buffalo Sabres,60.0,2,3.46
2023-02-13,Craig Anderson,away,Buffalo Sabres,Los Angeles Kings,59.75,5,2.1
2023-02-14,Darcy Kuemper,home,Washington Capitals,Carolina Hurricanes,58.1167,3,3.14
2023-02-14,Frederik Andersen,away,Carolina Hurricanes,Washington Capitals,60.0,2,4.52
2023-02-14,Jake Allen,home,Montreal Canadiens,Chicago Blackhawks,60.0,0,1.9
2023-02-14,Jaxson Stauber,away,Chicago Blackhawks,Montreal Canadiens,60.0,4,3.22
2023-02-14,Elvis Merzlikins,home,Columbus Blue Jackets,New Jersey Devils,60.0,3,3.14
2023-02-14,Vitek Vanecek,away,New Jersey Devils,Columbus Blue Jackets,60.0,2,2.52
2023-02-14,Ilya Sorokin,home,New York Islanders,Ottawa Senators,64.9,2,4.03
2023-02-14,Kevin Mandolese,away,Ottawa Senators,New York Islanders,65.0,2,4.22
2023-02-14,Jordan Binnington,home,St Louis Blues,Florida Panthers,59.6667,2,3.07
2023-02-14,Spencer Knight,away,Florida Panthers,St Louis Blues,57.5667,5,2.35
2023-02-14,David Rittich,home,Winnipeg Jets,Seattle Kraken,65.0,2,2.57
2023-02-14,Philipp Grubauer,away,Seattle Kraken,Winnipeg Jets,64.9667,2,4.0
2023-02-14,Jake Oettinger,home,Dallas Stars,Boston Bruins,63.5,3,2.96
2023-02-14,Linus Ullmark,away,Boston Bruins,Dallas Stars,63.6333,2,2.35
2023-02-14,Alexandar Georgiev,home,Colorado Avalanche,Tampa Bay Lightning,65.0,3,3.38
2023-02-14,Andrei Vasilevskiy,away,Tampa Bay Lightning,Colorado Avalanche,64.6667,3,3.56
2023-02-14,Aaron Dell,home,San Jose Sharks,Pittsburgh Penguins,59.45,2,3.38
2023-02-14,Casey DeSmith,away,Pittsburgh Penguins,San Jose Sharks,60.0,1,3.84
2023-02-15,Ilya Samsonov,home,Toronto Maple Leafs,Chicago Blackhawks,59.2667,2,1.64
2023-02-15,Petr Mrazek,away,Chicago Blackhawks,Toronto Maple Leafs,60.0,5,4.54
2023-02-15,Connor Ingram,home,Arizona Coyotes,Tampa Bay Lightning,65.0,0,5.0
2023-02-15,Brian Elliott,away,Tampa Bay Lightning,Arizona Coyotes,64.4833,0,2.59
2023-02-15,Marc-Andre Fleury,home,Minnesota Wild,Colorado Avalanche,57.8333,3,1.45
2023-02-15,Alexandar Georgiev,away,Colorado Avalanche,Minnesota Wild,60.0,2,3.42
2023-02-15,Jack Campbell,home,Edmonton Oilers,Detroit Red Wings,64.7667,4,1.56
2023-02-15,Ville Husso,away,Detroit Red Wings,Edmonton Oilers,64.8333,4,4.44
2023-02-15,Lukas Dostal,home,Anaheim Ducks,Buffalo Sabres,60.0,7,3.86
2023-02-15,Eric Comrie,away,Buffalo Sabres,Anaheim Ducks,60.0,3,2.8
2023-02-15,Arturs Silovs,home,Vancouver Canucks,New York Rangers,58.7333,5,2.3
2023-02-15,Igor Shesterkin,away,New York Rangers,Vancouver Canucks,59.9167,4,2.42
2023-02-16,Darcy Kuemper,home,Washington Capitals,Florida Panthers,57.7667,4,2.32
2023-02-16,Sergei Bobrovsky,away,Florida Panthers,Washington Capitals,60.0,3,3.43
2023-02-16,Antti Raanta,home,Carolina Hurricanes,Montreal Canadiens,59.8,2,2.83
2023-02-16,Sam Montembeault,away,Montreal Canadiens,Carolina Hurricanes,60.0,6,4.22
2023-02-16,Joonas Korpisalo,home,Columbus Blue Jackets,Winnipeg Jets,60.0,1,4.64
2023-02-16,David Rittich,away,Winnipeg Jets,Columbus Blue Jackets,57.8833,2,2.64
2023-02-16,Juuse Saros,home,Nashville Predators,Boston Bruins,60.0,5,3.42
2023-02-16,Jeremy Swayman,away,Boston Bruins,Nashville Predators,60.0,0,2.24
2023-02-16,Jordan Binnington,home,St Louis Blues,New Jersey Devils,60.0,2,3.66
2023-02-16,Mackenzie Blackwood,away,New Jersey Devils,St Louis Blues,58.9667,4,3.58
2023-02-16,Dan Vladar,home,Calgary Flames,Detroit Red Wings,60.0,5,2.35
2023-02-16,Magnus Hellberg,away,Detroit Red Wings,Calgary Flames,59.9333,2,4.05
2023-02-16,Philipp Grubauer,home,Seattle Kraken,Philadelphia Flyers,59.7,2,1.81
2023-02-16,Samuel Ersson,away,Philadelphia Flyers,Seattle Kraken,28.5667,2,1.09
2023-02-16,Carter Hart,away,Philadelphia Flyers,Seattle Kraken,31.4333,4,1.36
2023-02-16,Adin Hill,home,Vegas Golden Knights,San Jose Sharks,60.0,1,2.33
2023-02-16,Kaapo Kahkonen,away,San Jose Sharks,Vegas Golden Knights,59.5333,2,4.75
2023-02-17,Mads Sogaard,home,Ottawa Senators,Chicago Blackhawks,62.6667,4,2.65
2023-02-17,Petr Mrazek,away,Chicago Blackhawks,Ottawa Senators,62.8667,3,2.37
2023-02-17,Ilya Sorokin,home,New York Islanders,Pittsburgh Penguins,59.9333,4,5.08
2023-02-17,Casey DeSmith,away,Pittsburgh Penguins,New York Islanders,58.7833,5,2.28
2023-02-17,Filip Gustavsson,home,Minnesota Wild,Dallas Stars,64.9333,1,2.71
2023-02-17,Jake Oettinger,away,Dallas Stars,Minnesota Wild,64.9,1,2.02
2023-02-17,Jack Campbell,home,Edmonton Oilers,New York Rangers,64.9,4,3.52
2023-02-17,Igor Shesterkin,away,New York Rangers,Edmonton Oilers,65.0,4,4.21
2023-02-17,John Gibson,home,Anaheim Ducks,Los Angeles Kings,58.6333,5,4.46
2023-02-17,Pheonix Copley,away,Los Angeles Kings,Anaheim Ducks,39.2833,1,1.4
2023-02-17,Jonathan Quick,away,Los Angeles Kings,Anaheim Ducks,20.4,2,1.4
2023-02-18,Jordan Binnington,home,St Louis Blues,Colorado Avalanche,59.5667,4,3.48
2023-02-18,Justus Annunen,away,Colorado Avalanche,St Louis Blues,59.6333,1,1.71
2023-02-18,Kevin Lankinen,home,Nashville Predators,Florida Panthers,60.0,3,3.0
2023-02-18,Spencer Knight,away,Florida Panthers,Nashville Predators,30.7167,2,1.59
2023-02-18,Sergei Bobrovsky,away,Florida Panthers,Nashville Predators,27.6667,4,1.54
2023-02-18,Linus Ullmark,home,Boston Bruins,New York Islanders,60.0,2,2.18
2023-02-18,Semyon Varlamov,away,New York Islanders,Boston Bruins,60.0,6,2.73
2023-02-18,Dustin Tokarski,home,Pittsburgh Penguins,New Jersey Devils,59.35,4,4.0
2023-02-18,Vitek Vanecek,away,New Jersey Devils,Pittsburgh Penguins,60.0,2,2.19
2023-02-18,Scott Wedgewood,home,Dallas Stars,Columbus Blue Jackets,59.4167,3,2.85
2023-02-18,Joonas Korpisalo,away,Columbus Blue Jackets,Dallas Stars,59.4167,1,2.5
2023-02-18,Joseph Woll,home,Toronto Maple Leafs,Montreal Canadiens,59.5833,1,2.54
2023-02-18,Jake Allen,away,Montreal Canadiens,Toronto Maple Leafs,60.0,5,4.38
2023-02-18,Frederik Andersen,home,Carolina Hurricanes,Washington Capitals,60.0,1,1.32
2023-02-18,Darcy Kuemper,away,Washington Capitals,Carolina Hurricanes,60.0,4,4.16
2023-02-18,Jacob Markstrom,home,Calgary Flames,New York Rangers,61.4333,2,2.48
2023-02-18,Jaroslav Halak,away,New York Rangers,Calgary Flames,61.4667,3,3.43
2023-02-18,Arturs Silovs,home,Vancouver Canucks,Philadelphia Flyers,60.0,2,4.31
2023-02-18,Carter Hart,away,Philadelphia Flyers,Vancouver Canucks,57.7833,4,1.93
2023-02-18,Jonathan Quick,home,Los Angeles Kings,Arizona Coyotes,64.5333,5,3.8
2023-02-18,Connor Ingram,away,Arizona Coyotes,Los Angeles Kings,48.75,0,3.08
2023-02-18,Karel Vejmelka,away,Arizona Coyotes,Los Angeles Kings,15.8,5,1.51
2023-02-18,Kaapo Kahkonen,home,San Jose Sharks,Buffalo Sabres,57.7333,3,2.36
2023-02-18,Ukko-Pekka Luukkonen,away,Buffalo Sabres,San Jose Sharks,60.0,2,3.3
2023-02-18,Philipp Grubauer,home,Seattle Kraken,Detroit Red Wings,60.0,2,3.13
2023-02-18,Ville Husso,away,Detroit Red Wings,Seattle Kraken,57.4667,4,2.42
2023-02-18,Adin Hill,home,Vegas Golden Knights,Tampa Bay Lightning,60.0,4,2.81
2023-02-18,Andrei Vasilevskiy,away,Tampa Bay Lightning,Vegas Golden Knights,59.6333,4,2.48
2023-02-19,Filip Gustavsson,home,Minnesota Wild,Nashville Predators,60.0,3,1.83
2023-02-19,Juuse Saros,away,Nashville Predators,Minnesota Wild,58.95,4,3.34
2023-02-19,Mads Sogaard,home,Ottawa Senators,St Louis Blues,60.0,2,2.17
2023-02-19,Thomas Greiss,away,St Louis Blues,Ottawa Senators,59.5167,7,3.02
2023-02-19,Alexandar Georgiev,home,Colorado Avalanche,Edmonton Oilers,64.6333,5,3.28
2023-02-19,Jack Campbell,away,Edmonton Oilers,Colorado Avalanche,64.15,6,3.11
2023-02-19,Jaxson Stauber,home,Chicago Blackhawks,Toronto Maple Leafs,60.0,3,3.87
2023-02-19,Ilya Samsonov,away,Toronto Maple Leafs,Chicago Blackhawks,58.3667,4,2.67
2023-02-19,Mackenzie Blackwood,home,New Jersey Devils,Winnipeg Jets,59.95,2,3.36
2023-02-19,Connor Hellebuyck,away,Winnipeg Jets,New Jersey Devils,59.5667,3,2.37
2023-02-19,Connor Ingram,home,Arizona Coyotes,Columbus Blue Jackets,62.0,2,4.52
2023-02-19,Elvis Merzlikins,away,Columbus Blue Jackets,Arizona Coyotes,62.0,3,2.32
2023-02-20,Sergei Bobrovsky,home,Florida Panthers,Anaheim Ducks,61.7,3,3.78
2023-02-20,John Gibson,away,Anaheim Ducks,Florida Panthers,61.7,4,5.25
2023-02-20,Linus Ullmark,home,Boston Bruins,Ottawa Senators,59.75,1,1.55
2023-02-20,Kevin Mandolese,away,Ottawa Senators,Boston Bruins,57.2,3,2.75
2023-02-20,Jacob Markstrom,home,Calgary Flames,Philadelphia Flyers,58.3333,4,2.09
2023-02-20,Samuel Ersson,away,Philadelphia Flyers,Calgary Flames,60.0,3,4.13
2023-02-20,James Reimer,home,San Jose Sharks,Seattle Kraken,59.7667,0,1.95
2023-02-20,Martin Jones,away,Seattle Kraken,San Jose Sharks,60.0,4,3.08
2023-02-20,Tristan Jarry,home,Pittsburgh Penguins,New York Islanders,58.4667,3,3.3
2023-02-20,Ilya Sorokin,away,New York Islanders,Pittsburgh Penguins,60.0,2,4.75
2023-02-20,Igor Shesterkin,home,New York Rangers,Winnipeg Jets,59.8,4,1.91
2023-02-20,Connor Hellebuyck,away,Winnipeg Jets,New York Rangers,60.0,1,4.89
2023-02-21,Andrei Vasilevskiy,home,Tampa Bay Lightning,Anaheim Ducks,60.0,1,3.12
2023-02-21,Lukas Dostal,away,Anaheim Ducks,Tampa Bay Lightning,59.7167,6,4.83
2023-02-21,Darcy Kuemper,home,Washington Capitals,Detroit Red Wings,57.15,3,2.79
2023-02-21,Ville Husso,away,Detroit Red Wings,Washington Capitals,60.0,1,2.73
2023-02-21,Vitek Vanecek,home,New Jersey Devils,Montreal Canadiens,59.8333,4,2.2
2023-02-21,Sam Montembeault,away,Montreal Canadiens,New Jersey Devils,60.0,2,5.21
2023-02-21,Frederik Andersen,home,Carolina Hurricanes,St Louis Blues,60.0,1,2.77
2023-02-21,Jordan Binnington,away,St Louis Blues,Carolina Hurricanes,58.2667,4,5.08
2023-02-21,Ukko-Pekka Luukkonen,home,Buffalo Sabres,Toronto Maple Leafs,12.15,4,1.12
2023-02-21,Craig Anderson,home,Buffalo Sabres,Toronto Maple Leafs,46.4833,1,1.82
2023-02-21,Ilya Samsonov,away,Toronto Maple Leafs,Buffalo Sabres,60.0,3,2.37
2023-02-21,Filip Gustavsson,home,Minnesota Wild,Los Angeles Kings,59.3833,1,3.59
2023-02-21,Pheonix Copley,away,Los Angeles Kings,Minnesota Wild,57.6833,2,1.52
2023-02-21,Juuse Saros,home,Nashville Predators,Vancouver Canucks,64.65,4,4.19
2023-02-21,Collin Delia,away,Vancouver Canucks,Nashville Predators,61.2833,4,3.73
2023-02-21,Petr Mrazek,home,Chicago Blackhawks,Vegas Golden Knights,63.7167,2,2.81
2023-02-21,Laurent Brossoit,away,Vegas Golden Knights,Chicago Blackhawks,65.0,2,2.94
2023-02-21,Stuart Skinner,home,Edmonton Oilers,Philadelphia Flyers,59.6333,2,2.0
2023-02-21,Carter Hart,away,Philadelphia Flyers,Edmonton Oilers,57.1833,3,3.36
2023-02-22,Ilya Sorokin,home,New York Islanders,Winnipeg Jets,60.0,1,3.14
2023-02-22,Connor Hellebuyck,away,Winnipeg Jets,New York Islanders,57.8667,2,1.9
2023-02-22,Jake Oettinger,home,Dallas Stars,Chicago Blackhawks,57.7,4,2.26
2023-02-22,Jaxson Stauber,away,Chicago Blackhawks,Dallas Stars,60.0,3,3.04
2023-02-22,Karel Vejmelka,home,Arizona Coyotes,Calgary Flames,60.0,6,4.66
2023-02-22,Dan Vladar,away,Calgary Flames,Arizona Coyotes,59.5167,3,1.75
2023-02-23,Charlie Lindgren,home,Washington Capitals,Anaheim Ducks,57.95,3,2.08
2023-02-23,John Gibson,away,Anaheim Ducks,Washington Capitals,60.0,2,4.05
2023-02-23,Andrei Vasilevskiy,home,Tampa Bay Lightning,Buffalo Sabres,61.6833,6,2.19
2023-02-23,Eric Comrie,away,Buffalo Sabres,Tampa Bay Lightning,61.6833,5,4.8
2023-02-23,Casey DeSmith,home,Pittsburgh Penguins,Edmonton Oilers,20.0,1,1.29
2023-02-23,Tristan Jarry,home,Pittsburgh Penguins,Edmonton Oilers,39.8333,6,2.49
2023-02-23,Stuart Skinner,away,Edmonton Oilers,Pittsburgh Penguins,60.0,2,2.05
2023-02-23,Vitek Vanecek,home,New Jersey Devils,Los Angeles Kings,61.9,3,2.05
2023-02-23,Pheonix Copley,away,Los Angeles Kings,New Jersey Devils,62.5,4,4.02
2023-02-23,Joonas Korpisalo,home,Columbus Blue Jackets,Minnesota Wild,57.0167,2,2.42
2023-02-23,Marc-Andre Fleury,away,Minnesota Wild,Columbus Blue Jackets,60.0,0,3.36
2023-02-23,Ville Husso,home,Detroit Red Wings,New York Rangers,60.0,1,2.7
2023-02-23,Jaroslav Halak,away,New York Rangers,Detroit Red Wings,60.0,4,2.59
2023-02-23,Jordan Binnington,home,St Louis Blues,Vancouver Canucks,64.75,3,4.25
2023-02-23,Arturs Silovs,away,Vancouver Canucks,St Louis Blues,63.3333,2,1.68
2023-02-23,Philipp Grubauer,home,Seattle Kraken,Boston Bruins,58.5333,6,3.88
2023-02-23,Jeremy Swayman,away,Boston Bruins,Seattle Kraken,60.0,5,3.79
2023-02-23,Laurent Brossoit,home,Vegas Golden Knights,Calgary Flames,60.7,3,2.79
2023-02-23,Dan Vladar,away,Calgary Flames,Vegas Golden Knights,59.7667,4,2.42
2023-02-23,James Reimer,home,San Jose Sharks,Nashville Predators,59.3833,6,2.58
2023-02-23,Juuse Saros,away,Nashville Predators,San Jose Sharks,60.0,2,2.91
2023-02-24,Sergei Bobrovsky,home,Florida Panthers,Buffalo Sabres,56.9833,3,2.32
2023-02-24,Craig Anderson,away,Buffalo Sabres,Florida Panthers,60.0,1,5.18
2023-02-24,Ilya Samsonov,home,Toronto Maple Leafs,Minnesota Wild,61.05,1,2.49
2023-02-24,Filip Gustavsson,away,Minnesota Wild,Toronto Maple Leafs,60.7333,2,1.9
2023-02-24,Carter Hart,home,Philadelphia Flyers,Montreal Canadiens,60.0,5,2.43
2023-02-24,Jake Allen,away,Montreal Canadiens,Philadelphia Flyers,60.0,2,1.47
2023-02-24,Antti Raanta,home,Carolina Hurricanes,Ottawa Senators,60.0,0,3.82
2023-02-24,Cam Talbot,away,Ottawa Senators,Carolina Hurricanes,59.0167,3,3.64
2023-02-24,Ilya Sorokin,home,New York Islanders,Los Angeles Kings,58.6333,3,1.71
2023-02-24,Jonathan Quick,away,Los Angeles Kings,New York Islanders,60.0,2,1.96
