,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Score,Season
2051,2051,2051,2051,2051,2-24-2018,Philipp Grubauer,home,Washington Capitals,Buffalo Sabres,60.0,1,2.42,1.42,20172018
2052,2052,2052,2052,2052,2-24-2018,Jon Gillies,home,Calgary Flames,Colorado Avalanche,60.0,1,2.28,1.28,20172018
2053,2053,2053,2053,2053,2-24-2018,Jimmy Howard,home,Detroit Red Wings,Carolina Hurricanes,60.0,1,1.74,0.74,20172018
2054,2054,2054,2054,2054,2-24-2018,Keith Kinkaid,home,New Jersey Devils,New York Islanders,60.0,1,1.51,0.51,20172018
2055,2055,2055,2055,2055,2-24-2018,Cam Talbot,away,Edmonton Oilers,Los Angeles Kings,59.9333,3,3.28,0.28,20172018
2056,2056,2056,2056,2056,2-24-2018,Jaroslav Halak,away,New York Islanders,New Jersey Devils,58.3167,2,2.18,0.18,20172018
2057,2057,2057,2057,2057,2-24-2018,Tuukka Rask,away,Boston Bruins,Toronto Maple Leafs,59.45,4,3.78,-0.22,20172018
2058,2058,2058,2058,2058,2-24-2018,Andrei Vasilevskiy,away,Tampa Bay Lightning,Montreal Canadiens,64.6,3,2.71,-0.29,20172018
2059,2059,2059,2059,2059,2-24-2018,Frederik Andersen,home,Toronto Maple Leafs,Boston Bruins,60.0,3,2.55,-0.45,20172018
2060,2060,2060,2060,2060,2-24-2018,Petr Mrazek,away,Philadelphia Flyers,Ottawa Senators,59.3667,3,2.44,-0.56,20172018
2061,2061,2061,2061,2061,2-24-2018,Robin Lehner,away,Buffalo Sabres,Washington Capitals,59.8667,4,3.41,-0.59,20172018
2062,2062,2062,2062,2062,2-24-2018,Ben Bishop,home,Dallas Stars,Winnipeg Jets,27.4833,1,0.41,-0.59,20172018
2063,2063,2063,2063,2063,2-24-2018,Michael Hutchinson,away,Winnipeg Jets,Dallas Stars,60.0,3,2.34,-0.66,20172018
2064,2064,2064,2064,2064,2-24-2018,Matt Murray,away,Pittsburgh Penguins,Florida Panthers,30.45,2,1.18,-0.82,20172018
2065,2065,2065,2065,2065,2-24-2018,Anton Forsberg,away,Chicago Blackhawks,Columbus Blue Jackets,58.4833,3,1.73,-1.27,20172018
2066,2066,2066,2066,2066,2-24-2018,Scott Darling,away,Carolina Hurricanes,Detroit Red Wings,58.6667,3,1.69,-1.31,20172018
2067,2067,2067,2067,2067,2-24-2018,Jonathan Quick,home,Los Angeles Kings,Edmonton Oilers,59.4167,3,1.63,-1.37,20172018
2068,2068,2068,2068,2068,2-24-2018,Roberto Luongo,home,Florida Panthers,Pittsburgh Penguins,60.0,5,3.32,-1.68,20172018
2069,2069,2069,2069,2069,2-24-2018,Craig Anderson,home,Ottawa Senators,Philadelphia Flyers,59.3333,5,2.97,-2.03,20172018
2070,2070,2070,2070,2070,2-24-2018,Kari Lehtonen,home,Dallas Stars,Winnipeg Jets,31.9833,4,1.96,-2.04,20172018
2071,2071,2071,2071,2071,2-24-2018,Semyon Varlamov,away,Colorado Avalanche,Calgary Flames,59.7167,5,2.46,-2.54,20172018
2072,2072,2072,2072,2072,2-24-2018,Tristan Jarry,away,Pittsburgh Penguins,Florida Panthers,28.2,4,1.28,-2.72,20172018
2073,2073,2073,2073,2073,2-25-2018,Jimmy Howard,away,Detroit Red Wings,New York Rangers,64.9,2,4.58,2.58,20172018
2074,2074,2074,2074,2074,2-25-2018,Jacob Markstrom,away,Vancouver Canucks,Arizona Coyotes,60.0,1,3.39,2.39,20172018
2075,2075,2075,2075,2075,2-25-2018,Pekka Rinne,home,Nashville Predators,St Louis Blues,60.0,0,1.82,1.82,20172018
2076,2076,2076,2076,2076,2-25-2018,Chad Johnson,home,Buffalo Sabres,Boston Bruins,60.0,1,2.76,1.76,20172018
2077,2077,2077,2077,2077,2-25-2018,Martin Jones,away,San Jose Sharks,Minnesota Wild,64.8,3,3.04,0.04,20172018
2078,2078,2078,2078,2078,2-25-2018,Devan Dubnyk,home,Minnesota Wild,San Jose Sharks,64.5333,2,1.92,-0.08,20172018
2079,2079,2079,2079,2079,2-25-2018,Henrik Lundqvist,home,New York Rangers,Detroit Red Wings,64.85,3,2.61,-0.39,20172018
2080,2080,2080,2080,2080,2-25-2018,Darcy Kuemper,home,Arizona Coyotes,Vancouver Canucks,58.35,3,2.53,-0.47,20172018
2081,2081,2081,2081,2081,2-25-2018,Al Montoya,away,Edmonton Oilers,Anaheim Ducks,63.0833,5,4.2,-0.8,20172018
2082,2082,2082,2082,2082,2-25-2018,Jake Allen,away,St Louis Blues,Nashville Predators,59.9167,4,2.75,-1.25,20172018
2083,2083,2083,2083,2083,2-25-2018,Ryan Miller,home,Anaheim Ducks,Edmonton Oilers,63.0833,5,3.18,-1.82,20172018
2084,2084,2084,2084,2084,2-25-2018,Anton Khudobin,away,Boston Bruins,Buffalo Sabres,58.1333,4,1.71,-2.29,20172018
2085,2085,2085,2085,2085,2-26-2018,Charlie Lindgren,home,Montreal Canadiens,Philadelphia Flyers,65.0,0,2.67,2.67,20172018
2086,2086,2086,2086,2086,2-26-2018,Petr Mrazek,away,Philadelphia Flyers,Montreal Canadiens,65.0,0,2.14,2.14,20172018
2087,2087,2087,2087,2087,2-26-2018,Jonathan Quick,home,Los Angeles Kings,Vegas Golden Knights,62.0,2,4.12,2.12,20172018
2088,2088,2088,2088,2088,2-26-2018,Semyon Varlamov,home,Colorado Avalanche,Vancouver Canucks,59.8833,1,2.76,1.76,20172018
2089,2089,2089,2089,2089,2-26-2018,Jacob Markstrom,away,Vancouver Canucks,Colorado Avalanche,58.3167,2,3.43,1.43,20172018
2090,2090,2090,2090,2090,2-26-2018,Philipp Grubauer,away,Washington Capitals,Columbus Blue Jackets,38.8667,0,1.3,1.3,20172018
2091,2091,2091,2091,2091,2-26-2018,Sergei Bobrovsky,home,Columbus Blue Jackets,Washington Capitals,60.0,1,2.01,1.01,20172018
2092,2092,2092,2092,2092,2-26-2018,Marc-Andre Fleury,away,Vegas Golden Knights,Los Angeles Kings,63.2333,3,3.18,0.18,20172018
2093,2093,2093,2093,2093,2-26-2018,Frederik Andersen,away,Toronto Maple Leafs,Tampa Bay Lightning,65.0,3,2.78,-0.22,20172018
2094,2094,2094,2094,2094,2-26-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Toronto Maple Leafs,64.9833,3,2.39,-0.61,20172018
2095,2095,2095,2095,2095,2-26-2018,Braden Holtby,away,Washington Capitals,Columbus Blue Jackets,19.4667,4,1.06,-2.94,20172018
2096,2096,2096,2096,2096,2-27-2018,Ben Bishop,home,Dallas Stars,Calgary Flames,60.0,0,4.73,4.73,20172018
2097,2097,2097,2097,2097,2-27-2018,Jack Campbell,away,Los Angeles Kings,Vegas Golden Knights,60.0,1,2.94,1.94,20172018
2098,2098,2098,2098,2098,2-27-2018,Roberto Luongo,home,Florida Panthers,Toronto Maple Leafs,63.7833,2,3.59,1.59,20172018
2099,2099,2099,2099,2099,2-27-2018,Philipp Grubauer,home,Washington Capitals,Ottawa Senators,60.0,2,3.27,1.27,20172018
2100,2100,2100,2100,2100,2-27-2018,Jon Gillies,away,Calgary Flames,Dallas Stars,58.1833,2,2.38,0.38,20172018
2101,2101,2101,2101,2101,2-27-2018,Martin Jones,home,San Jose Sharks,Edmonton Oilers,60.0,2,2.33,0.33,20172018
2102,2102,2102,2102,2102,2-27-2018,Curtis McElhinney,away,Toronto Maple Leafs,Florida Panthers,63.6333,3,2.5,-0.5,20172018
2103,2103,2103,2103,2103,2-27-2018,Tuukka Rask,home,Boston Bruins,Carolina Hurricanes,61.1333,3,2.16,-0.84,20172018
2104,2104,2104,2104,2104,2-27-2018,Mike Condon,away,Ottawa Senators,Washington Capitals,58.3167,3,2.14,-0.86,20172018
2105,2105,2105,2105,2105,2-27-2018,Cam Talbot,away,Edmonton Oilers,San Jose Sharks,58.95,4,3.13,-0.87,20172018
2106,2106,2106,2106,2106,2-27-2018,Maxime Lagace,home,Vegas Golden Knights,Los Angeles Kings,59.9833,4,3.02,-0.98,20172018
2107,2107,2107,2107,2107,2-27-2018,Carter Hutton,away,St Louis Blues,Minnesota Wild,40.0,5,3.92,-1.08,20172018
2108,2108,2108,2108,2108,2-27-2018,Devan Dubnyk,home,Minnesota Wild,St Louis Blues,59.95,3,1.71,-1.29,20172018
2109,2109,2109,2109,2109,2-27-2018,Scott Darling,away,Carolina Hurricanes,Boston Bruins,61.0833,4,2.37,-1.63,20172018
2110,2110,2110,2110,2110,2-27-2018,Jake Allen,away,St Louis Blues,Minnesota Wild,20.0,3,1.14,-1.86,20172018
2111,2111,2111,2111,2111,2-27-2018,Pekka Rinne,away,Nashville Predators,Winnipeg Jets,60.0,5,2.79,-2.21,20172018
2112,2112,2112,2112,2112,2-27-2018,Connor Hellebuyck,home,Winnipeg Jets,Nashville Predators,59.0167,6,2.53,-3.47,20172018
2113,2113,2113,2113,2113,2-28-2018,Carter Hutton,home,St Louis Blues,Detroit Red Wings,59.5,1,3.14,2.14,20172018
2114,2114,2114,2114,2114,2-28-2018,Antti Niemi,home,Montreal Canadiens,New York Islanders,59.9333,1,2.8,1.8,20172018
2115,2115,2115,2115,2115,2-28-2018,Chad Johnson,away,Buffalo Sabres,Tampa Bay Lightning,61.3833,1,1.87,0.87,20172018
2116,2116,2116,2116,2116,2-28-2018,Semyon Varlamov,home,Colorado Avalanche,Calgary Flames,60.0,2,2.43,0.43,20172018
2117,2117,2117,2117,2117,2-28-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Buffalo Sabres,61.4333,2,2.33,0.33,20172018
2118,2118,2118,2118,2118,2-28-2018,Jimmy Howard,away,Detroit Red Wings,St Louis Blues,56.75,2,1.95,-0.05,20172018
2119,2119,2119,2119,2119,2-28-2018,Henrik Lundqvist,away,New York Rangers,Vancouver Canucks,61.3667,5,4.38,-0.62,20172018
2120,2120,2120,2120,2120,2-28-2018,Jaroslav Halak,away,New York Islanders,Montreal Canadiens,57.5667,3,2.03,-0.97,20172018
2121,2121,2121,2121,2121,2-28-2018,Anders Nilsson,home,Vancouver Canucks,New York Rangers,48.05,3,1.92,-1.08,20172018
2122,2122,2122,2122,2122,2-28-2018,David Rittich,away,Calgary Flames,Colorado Avalanche,58.05,4,1.87,-2.13,20172018
2123,2123,2123,2123,2123,2-28-2018,Jacob Markstrom,home,Vancouver Canucks,New York Rangers,12.4833,3,0.36,-2.64,20172018
2124,2124,2124,2124,2124,3-1-2018,Jonathan Quick,home,Los Angeles Kings,Columbus Blue Jackets,60.0,2,3.2,1.2,20172018
2125,2125,2125,2125,2125,3-1-2018,Cam Ward,away,Carolina Hurricanes,Philadelphia Flyers,60.0,1,2.07,1.07,20172018
2126,2126,2126,2126,2126,3-1-2018,Roberto Luongo,home,Florida Panthers,New Jersey Devils,60.0,2,2.93,0.93,20172018
2127,2127,2127,2127,2127,3-1-2018,Pekka Rinne,away,Nashville Predators,Edmonton Oilers,60.0,2,2.64,0.64,20172018
2128,2128,2128,2128,2128,3-1-2018,Martin Jones,home,San Jose Sharks,Chicago Blackhawks,59.6333,2,2.37,0.37,20172018
2129,2129,2129,2129,2129,3-1-2018,Antti Raanta,home,Arizona Coyotes,Minnesota Wild,60.0,3,3.2,0.2,20172018
2130,2130,2130,2130,2130,3-1-2018,Cam Talbot,home,Edmonton Oilers,Nashville Predators,60.0,4,3.89,-0.11,20172018
2131,2131,2131,2131,2131,3-1-2018,Cory Schneider,away,New Jersey Devils,Florida Panthers,37.3833,3,2.68,-0.32,20172018
2132,2132,2132,2132,2132,3-1-2018,Anton Forsberg,away,Chicago Blackhawks,San Jose Sharks,20.0,1,0.3,-0.7,20172018
2133,2133,2133,2133,2133,3-1-2018,Petr Mrazek,home,Philadelphia Flyers,Carolina Hurricanes,60.0,4,2.85,-1.15,20172018
2134,2134,2134,2134,2134,3-1-2018,Louis Domingue,away,Tampa Bay Lightning,Dallas Stars,64.3167,4,2.79,-1.21,20172018
2135,2135,2135,2135,2135,3-1-2018,Tuukka Rask,home,Boston Bruins,Pittsburgh Penguins,60.0,4,2.71,-1.29,20172018
2136,2136,2136,2136,2136,3-1-2018,Tristan Jarry,away,Pittsburgh Penguins,Boston Bruins,54.55,5,3.64,-1.36,20172018
2137,2137,2137,2137,2137,3-1-2018,Alex Stalock,away,Minnesota Wild,Arizona Coyotes,57.5833,4,2.05,-1.95,20172018
2138,2138,2138,2138,2138,3-1-2018,Casey DeSmith,away,Pittsburgh Penguins,Boston Bruins,5.45,3,0.66,-2.34,20172018
2139,2139,2139,2139,2139,3-1-2018,Joonas Korpisalo,away,Columbus Blue Jackets,Los Angeles Kings,60.0,5,2.64,-2.36,20172018
2140,2140,2140,2140,2140,3-1-2018,Ben Bishop,home,Dallas Stars,Tampa Bay Lightning,62.5,5,2.11,-2.89,20172018
2141,2141,2141,2141,2141,3-1-2018,J-F Berube,away,Chicago Blackhawks,San Jose Sharks,40.0,6,3.03,-2.97,20172018
2142,2142,2142,2142,2142,3-2-2018,Henrik Lundqvist,away,New York Rangers,Calgary Flames,60.0,1,4.71,3.71,20172018
2143,2143,2143,2143,2143,3-2-2018,John Gibson,home,Anaheim Ducks,Columbus Blue Jackets,60.0,2,3.25,1.25,20172018
2144,2144,2144,2144,2144,3-2-2018,James Reimer,home,Florida Panthers,Buffalo Sabres,59.4167,1,2.02,1.02,20172018
2145,2145,2145,2145,2145,3-2-2018,Cam Ward,home,Carolina Hurricanes,New Jersey Devils,59.5167,1,2.02,1.02,20172018
2146,2146,2146,2146,2146,3-2-2018,Semyon Varlamov,home,Colorado Avalanche,Minnesota Wild,60.0,1,1.77,0.77,20172018
2147,2147,2147,2147,2147,3-2-2018,Keith Kinkaid,away,New Jersey Devils,Carolina Hurricanes,58.4333,2,2.35,0.35,20172018
2148,2148,2148,2148,2148,3-2-2018,Jon Gillies,home,Calgary Flames,New York Rangers,56.8167,3,3.18,0.18,20172018
2149,2149,2149,2149,2149,3-2-2018,Juuse Saros,away,Nashville Predators,Vancouver Canucks,60.7,3,3.05,0.05,20172018
2150,2150,2150,2150,2150,3-2-2018,Charlie Lindgren,away,Montreal Canadiens,New York Islanders,59.9667,3,2.67,-0.33,20172018
2151,2151,2151,2151,2151,3-2-2018,Sergei Bobrovsky,away,Columbus Blue Jackets,Anaheim Ducks,58.0167,4,3.6,-0.4,20172018
2152,2152,2152,2152,2152,3-2-2018,Connor Hellebuyck,home,Winnipeg Jets,Detroit Red Wings,60.0,3,2.4,-0.6,20172018
2153,2153,2153,2153,2153,3-2-2018,Alex Stalock,away,Minnesota Wild,Colorado Avalanche,28.4333,2,0.72,-1.28,20172018
2154,2154,2154,2154,2154,3-2-2018,Jacob Markstrom,home,Vancouver Canucks,Nashville Predators,60.7167,4,2.58,-1.42,20172018
2155,2155,2155,2155,2155,3-2-2018,Jimmy Howard,away,Detroit Red Wings,Winnipeg Jets,59.35,4,2.44,-1.56,20172018
2156,2156,2156,2156,2156,3-2-2018,Marc-Andre Fleury,home,Vegas Golden Knights,Ottawa Senators,58.1833,5,3.31,-1.69,20172018
2157,2157,2157,2157,2157,3-2-2018,Robin Lehner,away,Buffalo Sabres,Florida Panthers,59.9167,4,2.23,-1.77,20172018
2158,2158,2158,2158,2158,3-2-2018,Craig Anderson,away,Ottawa Senators,Vegas Golden Knights,60.0,4,2.19,-1.81,20172018
2159,2159,2159,2159,2159,3-2-2018,Jaroslav Halak,home,New York Islanders,Montreal Canadiens,58.55,5,2.51,-2.49,20172018
2160,2160,2160,2160,2160,3-2-2018,Devan Dubnyk,away,Minnesota Wild,Colorado Avalanche,30.65,5,0.97,-4.03,20172018
2161,2161,2161,2161,2161,3-3-2018,Antti Niemi,away,Montreal Canadiens,Boston Bruins,62.1,2,5.41,3.41,20172018
2162,2162,2162,2162,2162,3-3-2018,Anton Khudobin,home,Boston Bruins,Montreal Canadiens,61.9167,1,2.42,1.42,20172018
2163,2163,2163,2163,2163,3-3-2018,Antti Raanta,home,Arizona Coyotes,Ottawa Senators,59.8167,1,2.39,1.39,20172018
2164,2164,2164,2164,2164,3-3-2018,Alexandar Georgiev,away,New York Rangers,Edmonton Oilers,60.0,2,3.09,1.09,20172018
2165,2165,2165,2165,2165,3-3-2018,Ben Bishop,home,Dallas Stars,St Louis Blues,62.5667,2,2.9,0.9,20172018
2166,2166,2166,2166,2166,3-3-2018,Cam Talbot,home,Edmonton Oilers,New York Rangers,59.5167,3,3.79,0.79,20172018
2167,2167,2167,2167,2167,3-3-2018,Curtis McElhinney,away,Toronto Maple Leafs,Washington Capitals,28.8167,0,0.7,0.7,20172018
2168,2168,2168,2168,2168,3-3-2018,Braden Holtby,home,Washington Capitals,Toronto Maple Leafs,59.9333,2,2.56,0.56,20172018
2169,2169,2169,2169,2169,3-3-2018,Christopher Gibson,away,New York Islanders,Pittsburgh Penguins,63.8,3,3.52,0.52,20172018
2170,2170,2170,2170,2170,3-3-2018,Mike Condon,away,Ottawa Senators,Arizona Coyotes,59.05,2,2.45,0.45,20172018
2171,2171,2171,2171,2171,3-3-2018,Carter Hutton,away,St Louis Blues,Dallas Stars,62.9167,3,3.23,0.23,20172018
2172,2172,2172,2172,2172,3-3-2018,Anton Forsberg,away,Chicago Blackhawks,Los Angeles Kings,59.95,3,3.13,0.13,20172018
2173,2173,2173,2173,2173,3-3-2018,Tristan Jarry,home,Pittsburgh Penguins,New York Islanders,63.8,2,1.44,-0.56,20172018
2174,2174,2174,2174,2174,3-3-2018,Jonathan Quick,home,Los Angeles Kings,Chicago Blackhawks,58.6333,4,2.47,-1.53,20172018
2175,2175,2175,2175,2175,3-3-2018,Frederik Andersen,away,Toronto Maple Leafs,Washington Capitals,31.1667,5,2.33,-2.67,20172018
2176,2176,2176,2176,2176,3-3-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Philadelphia Flyers,65.0,6,2.59,-3.41,20172018
2177,2177,2177,2177,2177,3-3-2018,Petr Mrazek,away,Philadelphia Flyers,Tampa Bay Lightning,65.1833,6,1.91,-4.09,20172018
2178,2178,2178,2178,2178,3-4-2018,Roberto Luongo,home,Florida Panthers,Philadelphia Flyers,59.8667,1,3.0,2.0,20172018
2179,2179,2179,2179,2179,3-4-2018,Sergei Bobrovsky,away,Columbus Blue Jackets,San Jose Sharks,59.9833,2,3.88,1.88,20172018
2180,2180,2180,2180,2180,3-4-2018,Aaron Dell,home,San Jose Sharks,Columbus Blue Jackets,33.35,0,1.76,1.76,20172018
2181,2181,2181,2181,2181,3-4-2018,John Gibson,home,Anaheim Ducks,Chicago Blackhawks,59.8167,3,4.55,1.55,20172018
2182,2182,2182,2182,2182,3-4-2018,Connor Hellebuyck,away,Winnipeg Jets,Carolina Hurricanes,59.9333,2,2.97,0.97,20172018
2183,2183,2183,2183,2183,3-4-2018,Devan Dubnyk,home,Minnesota Wild,Detroit Red Wings,59.7167,1,1.81,0.81,20172018
2184,2184,2184,2184,2184,3-4-2018,Marc-Andre Fleury,away,Vegas Golden Knights,New Jersey Devils,60.0,2,2.5,0.5,20172018
2185,2185,2185,2185,2185,3-4-2018,Cory Schneider,home,New Jersey Devils,Vegas Golden Knights,58.1667,3,2.73,-0.27,20172018
2186,2186,2186,2186,2186,3-4-2018,Cam Ward,home,Carolina Hurricanes,Winnipeg Jets,57.2167,3,2.35,-0.65,20172018
2187,2187,2187,2187,2187,3-4-2018,Jimmy Howard,away,Detroit Red Wings,Minnesota Wild,59.4167,3,2.22,-0.78,20172018
2188,2188,2188,2188,2188,3-4-2018,J-F Berube,away,Chicago Blackhawks,Anaheim Ducks,27.3333,2,1.2,-0.8,20172018
2189,2189,2189,2189,2189,3-4-2018,Pekka Rinne,away,Nashville Predators,Colorado Avalanche,60.1667,3,2.07,-0.93,20172018
2190,2190,2190,2190,2190,3-4-2018,Petr Mrazek,away,Philadelphia Flyers,Florida Panthers,60.0,4,2.89,-1.11,20172018
2191,2191,2191,2191,2191,3-4-2018,Semyon Varlamov,home,Colorado Avalanche,Nashville Predators,60.5667,4,1.98,-2.02,20172018
2192,2192,2192,2192,2192,3-4-2018,Anton Forsberg,away,Chicago Blackhawks,Anaheim Ducks,30.3833,4,1.83,-2.17,20172018
2193,2193,2193,2193,2193,3-4-2018,Martin Jones,home,San Jose Sharks,Columbus Blue Jackets,25.5333,3,0.75,-2.25,20172018
2194,2194,2194,2194,2194,3-5-2018,Craig Anderson,away,Ottawa Senators,Dallas Stars,62.6833,2,2.93,0.93,20172018
2195,2195,2195,2195,2195,3-5-2018,Ben Bishop,home,Dallas Stars,Ottawa Senators,20.0,0,0.91,0.91,20172018
2196,2196,2196,2196,2196,3-5-2018,Cam Talbot,home,Edmonton Oilers,Arizona Coyotes,60.8333,3,3.41,0.41,20172018
2197,2197,2197,2197,2197,3-5-2018,Chad Johnson,home,Buffalo Sabres,Toronto Maple Leafs,60.0,3,3.12,0.12,20172018
2198,2198,2198,2198,2198,3-5-2018,Tristan Jarry,home,Pittsburgh Penguins,Calgary Flames,62.6,3,2.92,-0.08,20172018
2199,2199,2199,2199,2199,3-5-2018,Jacob Markstrom,home,Vancouver Canucks,New York Islanders,62.7167,3,2.41,-0.59,20172018
2200,2200,2200,2200,2200,3-5-2018,Darcy Kuemper,away,Arizona Coyotes,Edmonton Oilers,60.8333,4,3.01,-0.99,20172018
2201,2201,2201,2201,2201,3-5-2018,Kari Lehtonen,home,Dallas Stars,Ottawa Senators,41.2833,3,1.8,-1.2,20172018
2202,2202,2202,2202,2202,3-5-2018,Jaroslav Halak,away,New York Islanders,Vancouver Canucks,62.45,4,2.71,-1.29,20172018
2203,2203,2203,2203,2203,3-5-2018,Jon Gillies,away,Calgary Flames,Pittsburgh Penguins,62.6,4,2.42,-1.58,20172018
2204,2204,2204,2204,2204,3-5-2018,Frederik Andersen,away,Toronto Maple Leafs,Buffalo Sabres,57.5333,5,2.13,-2.87,20172018
2205,2205,2205,2205,2205,3-6-2018,John Gibson,home,Anaheim Ducks,Washington Capitals,60.0,0,3.75,3.75,20172018
2206,2206,2206,2206,2206,3-6-2018,Steve Mason,away,Winnipeg Jets,New York Rangers,60.0,0,2.47,2.47,20172018
2207,2207,2207,2207,2207,3-6-2018,Kari Lehtonen,away,Dallas Stars,Nashville Predators,59.0833,1,2.68,1.68,20172018
2208,2208,2208,2208,2208,3-6-2018,J-F Berube,home,Chicago Blackhawks,Colorado Avalanche,60.15,1,2.6,1.6,20172018
2209,2209,2209,2209,2209,3-6-2018,Pekka Rinne,home,Nashville Predators,Dallas Stars,60.0,0,1.5,1.5,20172018
2210,2210,2210,2210,2210,3-6-2018,Joonas Korpisalo,home,Columbus Blue Jackets,Vegas Golden Knights,59.95,1,2.33,1.33,20172018
2211,2211,2211,2211,2211,3-6-2018,Philipp Grubauer,away,Washington Capitals,Anaheim Ducks,33.1167,0,0.94,0.94,20172018
2212,2212,2212,2212,2212,3-6-2018,Devan Dubnyk,home,Minnesota Wild,Carolina Hurricanes,60.0,2,2.47,0.47,20172018
2213,2213,2213,2213,2213,3-6-2018,Semyon Varlamov,away,Colorado Avalanche,Chicago Blackhawks,60.15,2,2.13,0.13,20172018
2214,2214,2214,2214,2214,3-6-2018,Henrik Lundqvist,home,New York Rangers,Winnipeg Jets,57.5667,2,2.04,0.04,20172018
2215,2215,2215,2215,2215,3-6-2018,Scott Darling,away,Carolina Hurricanes,Minnesota Wild,36.2333,2,2.0,0.0,20172018
2216,2216,2216,2216,2216,3-6-2018,Andrei Vasilevskiy,home,Tampa Bay Lightning,Florida Panthers,62.8167,4,3.52,-0.48,20172018
2217,2217,2217,2217,2217,3-6-2018,Keith Kinkaid,home,New Jersey Devils,Montreal Canadiens,59.8,4,3.45,-0.55,20172018
2218,2218,2218,2218,2218,3-6-2018,Jimmy Howard,away,Detroit Red Wings,Boston Bruins,37.1167,2,1.32,-0.68,20172018
2219,2219,2219,2219,2219,3-6-2018,Marc-Andre Fleury,away,Vegas Golden Knights,Columbus Blue Jackets,58.9833,3,1.67,-1.33,20172018
2220,2220,2220,2220,2220,3-6-2018,Anton Khudobin,home,Boston Bruins,Detroit Red Wings,60.5667,5,3.13,-1.87,20172018
2221,2221,2221,2221,2221,3-6-2018,Braden Holtby,away,Washington Capitals,Anaheim Ducks,25.6167,3,0.93,-2.07,20172018
2222,2222,2222,2222,2222,3-6-2018,Jared Coreau,away,Detroit Red Wings,Boston Bruins,23.45,4,1.86,-2.14,20172018
2223,2223,2223,2223,2223,3-6-2018,Roberto Luongo,away,Florida Panthers,Tampa Bay Lightning,62.8167,5,2.43,-2.57,20172018
2224,2224,2224,2224,2224,3-6-2018,Cam Ward,away,Carolina Hurricanes,Minnesota Wild,23.6,4,0.93,-3.07,20172018
2225,2225,2225,2225,2225,3-6-2018,Charlie Lindgren,away,Montreal Canadiens,New Jersey Devils,59.0667,6,2.65,-3.35,20172018
2226,2226,2226,2226,2226,3-7-2018,Darcy Kuemper,away,Arizona Coyotes,Vancouver Canucks,59.9667,1,2.04,1.04,20172018
2227,2227,2227,2227,2227,3-7-2018,Jacob Markstrom,home,Vancouver Canucks,Arizona Coyotes,58.7167,2,2.78,0.78,20172018
2228,2228,2228,2228,2228,3-7-2018,David Rittich,away,Calgary Flames,Buffalo Sabres,59.9667,1,1.53,0.53,20172018
2229,2229,2229,2229,2229,3-7-2018,Tristan Jarry,away,Pittsburgh Penguins,Philadelphia Flyers,60.0,2,2.5,0.5,20172018
2230,2230,2230,2230,2230,3-7-2018,Robin Lehner,home,Buffalo Sabres,Calgary Flames,33.9833,1,1.3,0.3,20172018
2231,2231,2231,2231,2231,3-7-2018,Petr Mrazek,home,Philadelphia Flyers,Pittsburgh Penguins,59.6167,4,3.24,-0.76,20172018
2232,2232,2232,2232,2232,3-7-2018,Chad Johnson,home,Buffalo Sabres,Calgary Flames,26.0167,4,1.74,-2.26,20172018
2233,2233,2233,2233,2233,3-8-2018,Roberto Luongo,home,Florida Panthers,Montreal Canadiens,60.0,0,2.98,2.98,20172018
2234,2234,2234,2234,2234,3-8-2018,Marc-Andre Fleury,away,Vegas Golden Knights,Detroit Red Wings,60.0,0,2.7,2.7,20172018
2235,2235,2235,2235,2235,3-8-2018,Connor Hellebuyck,away,Winnipeg Jets,New Jersey Devils,60.0,2,4.12,2.12,20172018
2236,2236,2236,2236,2236,3-8-2018,Christopher Gibson,away,New York Islanders,Edmonton Oilers,65.0,1,2.78,1.78,20172018
2237,2237,2237,2237,2237,3-8-2018,Jake Allen,away,St Louis Blues,San Jose Sharks,58.7167,1,2.51,1.51,20172018
2238,2238,2238,2238,2238,3-8-2018,Cam Talbot,home,Edmonton Oilers,New York Islanders,65.0,1,2.48,1.48,20172018
2239,2239,2239,2239,2239,3-8-2018,Jonathan Quick,home,Los Angeles Kings,Washington Capitals,60.0,1,2.42,1.42,20172018
2240,2240,2240,2240,2240,3-8-2018,Martin Jones,home,San Jose Sharks,St Louis Blues,60.0,0,0.94,0.94,20172018
2241,2241,2241,2241,2241,3-8-2018,Pekka Rinne,home,Nashville Predators,Anaheim Ducks,59.9167,2,2.73,0.73,20172018
2242,2242,2242,2242,2242,3-8-2018,Philipp Grubauer,away,Washington Capitals,Los Angeles Kings,58.0167,2,2.62,0.62,20172018
2243,2243,2243,2243,2243,3-8-2018,Robin Lehner,away,Buffalo Sabres,Ottawa Senators,64.4667,3,3.42,0.42,20172018
2244,2244,2244,2244,2244,3-8-2018,Craig Anderson,home,Ottawa Senators,Buffalo Sabres,65.0,3,3.25,0.25,20172018
2245,2245,2245,2245,2245,3-8-2018,Tuukka Rask,home,Boston Bruins,Philadelphia Flyers,60.0,2,2.16,0.16,20172018
