Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against
2022-03-16,Philipp Grubauer,home,Seattle Kraken,Tampa Bay Lightning,59.9,4,3.68
2022-03-16,Andrei Vasilevskiy,away,Tampa Bay Lightning,Seattle Kraken,60.0,1,2.21
2022-03-17,Erik Kallgren,home,Toronto Maple Leafs,Carolina Hurricanes,60.0,2,2.87
2022-03-17,Frederik Andersen,away,Carolina Hurricanes,Toronto Maple Leafs,57.0833,3,1.97
2022-03-17,Jake Allen,home,Montreal Canadiens,Dallas Stars,63.85,4,3.58
2022-03-17,Jake Oettinger,away,Dallas Stars,Montreal Canadiens,64.8333,3,2.62
2022-03-17,Carter Hart,home,Philadelphia Flyers,Nashville Predators,60.0,4,2.06
2022-03-17,Juuse Saros,away,Nashville Predators,Philadelphia Flyers,58.7833,5,3.16
2022-03-17,Joonas Korpisalo,home,Columbus Blue Jackets,Washington Capitals,21.3333,3,1.01
2022-03-17,Elvis Merzlikins,home,Columbus Blue Jackets,Washington Capitals,38.4,3,1.59
2022-03-17,Vitek Vanecek,away,Washington Capitals,Columbus Blue Jackets,60.0,2,3.09
2022-03-17,Ville Husso,home,St Louis Blues,Pittsburgh Penguins,65.0167,2,4.19
2022-03-17,Tristan Jarry,away,Pittsburgh Penguins,St Louis Blues,65.0167,2,2.41
2022-03-17,Mike Smith,home,Edmonton Oilers,Buffalo Sabres,60.0,1,1.68
2022-03-17,Craig Anderson,away,Buffalo Sabres,Edmonton Oilers,60.0,6,4.07
2022-03-17,Thatcher Demko,home,Vancouver Canucks,Detroit Red Wings,57.65,1,2.8
2022-03-17,Alex Nedeljkovic,away,Detroit Red Wings,Vancouver Canucks,60.0,0,3.12
2022-03-17,Logan Thompson,home,Vegas Golden Knights,Florida Panthers,59.8833,3,3.55
2022-03-17,Spencer Knight,away,Florida Panthers,Vegas Golden Knights,58.7167,4,3.67
2022-03-17,Cal Petersen,home,Los Angeles Kings,San Jose Sharks,59.9333,0,2.89
2022-03-17,James Reimer,away,San Jose Sharks,Los Angeles Kings,58.2667,2,2.71
2022-03-18,Anton Forsberg,home,Ottawa Senators,Philadelphia Flyers,60.0,1,3.09
2022-03-18,Martin Jones,away,Philadelphia Flyers,Ottawa Senators,56.7,2,2.66
2022-03-18,Antti Raanta,home,Carolina Hurricanes,Washington Capitals,64.95,3,3.07
2022-03-18,Ilya Samsonov,away,Washington Capitals,Carolina Hurricanes,65.0,3,1.96
2022-03-18,Connor Hellebuyck,home,Winnipeg Jets,Boston Bruins,59.05,3,4.0
2022-03-18,Linus Ullmark,away,Boston Bruins,Winnipeg Jets,59.8833,2,2.86
2022-03-18,Jacob Markstrom,home,Calgary Flames,Buffalo Sabres,63.1167,1,2.13
2022-03-18,Dustin Tokarski,away,Buffalo Sabres,Calgary Flames,62.8833,0,2.35
2022-03-18,John Gibson,home,Anaheim Ducks,Florida Panthers,60.0,3,4.29
2022-03-18,Spencer Knight,away,Florida Panthers,Anaheim Ducks,60.0,0,1.34
2022-03-18,Zach Sawchenko,home,San Jose Sharks,Colorado Avalanche,57.1333,4,2.84
2022-03-18,Pavel Francouz,away,Colorado Avalanche,San Jose Sharks,60.0,3,2.74
2022-03-19,Jake Allen,home,Montreal Canadiens,Ottawa Senators,60.0,1,3.09
2022-03-19,Filip Gustavsson,away,Ottawa Senators,Montreal Canadiens,60.0,5,1.95
2022-03-19,Andrei Vasilevskiy,home,Tampa Bay Lightning,New York Rangers,59.0,2,2.14
2022-03-19,Igor Shesterkin,away,New York Rangers,Tampa Bay Lightning,60.0,1,1.97
2022-03-19,Semyon Varlamov,home,New York Islanders,Dallas Stars,60.0,2,3.21
2022-03-19,Jake Oettinger,away,Dallas Stars,New York Islanders,58.45,3,1.67
2022-03-19,Joonas Korpisalo,home,Columbus Blue Jackets,St Louis Blues,13.9,2,0.3
2022-03-19,Elvis Merzlikins,home,Columbus Blue Jackets,St Louis Blues,46.1,2,1.34
2022-03-19,Ville Husso,away,St Louis Blues,Columbus Blue Jackets,56.4,5,2.06
2022-03-19,Juuse Saros,home,Nashville Predators,Toronto Maple Leafs,59.5833,3,3.02
2022-03-19,Erik Kallgren,away,Toronto Maple Leafs,Nashville Predators,56.3333,5,2.2
2022-03-19,Cam Talbot,home,Minnesota Wild,Chicago Blackhawks,59.8167,1,1.31
2022-03-19,Kevin Lankinen,away,Chicago Blackhawks,Minnesota Wild,57.5333,2,3.24
2022-03-19,Mikko Koskinen,home,Edmonton Oilers,New Jersey Devils,60.0,3,3.22
2022-03-19,Jon Gillies,away,New Jersey Devils,Edmonton Oilers,59.4,5,3.64
2022-03-19,Thatcher Demko,home,Vancouver Canucks,Calgary Flames,40.0,4,3.23
2022-03-19,Jaroslav Halak,home,Vancouver Canucks,Calgary Flames,20.0,1,1.35
2022-03-19,Dan Vladar,away,Calgary Flames,Vancouver Canucks,60.0,2,1.92
2022-03-19,Scott Wedgewood,home,Arizona Coyotes,Pittsburgh Penguins,59.25,3,5.19
2022-03-19,Tristan Jarry,away,Pittsburgh Penguins,Arizona Coyotes,59.85,1,1.7
2022-03-19,Logan Thompson,home,Vegas Golden Knights,Los Angeles Kings,60.0,1,2.84
2022-03-19,Cal Petersen,away,Los Angeles Kings,Vegas Golden Knights,58.5833,4,2.22
2022-03-19,Philipp Grubauer,home,Seattle Kraken,Detroit Red Wings,59.8333,2,1.56
2022-03-19,Alex Nedeljkovic,away,Detroit Red Wings,Seattle Kraken,58.4167,3,3.45
2022-03-20,Carter Hart,home,Philadelphia Flyers,New York Islanders,59.95,1,2.37
2022-03-20,Ilya Sorokin,away,New York Islanders,Philadelphia Flyers,57.7667,2,2.7
2022-03-20,Vitek Vanecek,home,Washington Capitals,Dallas Stars,58.0167,3,2.64
2022-03-20,Jake Oettinger,away,Dallas Stars,Washington Capitals,60.0,2,3.18
2022-03-20,Frederik Andersen,home,Carolina Hurricanes,New York Rangers,58.95,1,2.01
2022-03-20,Alexandar Georgiev,away,New York Rangers,Carolina Hurricanes,60.0,0,5.91
2022-03-20,Marc-Andre Fleury,home,Chicago Blackhawks,Winnipeg Jets,58.1667,5,2.36
2022-03-20,Connor Hellebuyck,away,Winnipeg Jets,Chicago Blackhawks,60.0,4,3.52
2022-03-20,Thatcher Demko,home,Vancouver Canucks,Buffalo Sabres,60.7333,3,2.58
2022-03-20,Craig Anderson,away,Buffalo Sabres,Vancouver Canucks,60.8,2,2.54
2022-03-20,James Reimer,home,San Jose Sharks,Arizona Coyotes,60.0,2,2.55
2022-03-20,Karel Vejmelka,away,Arizona Coyotes,San Jose Sharks,59.0,3,2.65
2022-01-12,Linus Ullmark,home,Boston Bruins,Montreal Canadiens,60.0,1,1.96
2022-01-12,Jake Allen,away,Montreal Canadiens,Boston Bruins,17.1833,2,1.03
2022-01-12,Sam Montembeault,away,Montreal Canadiens,Boston Bruins,42.8167,3,3.06
2022-03-21,Cam Talbot,home,Minnesota Wild,Vegas Golden Knights,59.6833,0,1.81
2022-03-21,Logan Thompson,away,Vegas Golden Knights,Minnesota Wild,57.0667,2,2.42
2022-03-21,Darcy Kuemper,home,Colorado Avalanche,Edmonton Oilers,60.8667,2,2.05
2022-03-21,Mike Smith,away,Edmonton Oilers,Colorado Avalanche,60.5833,3,3.15
2022-03-21,John Gibson,home,Anaheim Ducks,Nashville Predators,59.25,5,3.15
2022-03-21,David Rittich,away,Nashville Predators,Anaheim Ducks,0.7333,0,0.08
2022-03-21,Juuse Saros,away,Nashville Predators,Anaheim Ducks,58.7,3,2.86
2022-03-22,Alex Nedeljkovic,home,Detroit Red Wings,Philadelphia Flyers,60.0,3,1.78
2022-03-22,Carter Hart,away,Philadelphia Flyers,Detroit Red Wings,59.6167,4,2.26
2022-03-22,Nico Daws,home,New Jersey Devils,New York Rangers,60.0,4,2.9
2022-03-22,Igor Shesterkin,away,New York Rangers,New Jersey Devils,40.0,5,2.79
2022-03-22,Alexandar Georgiev,away,New York Rangers,New Jersey Devils,19.55,2,0.57
2022-02-17,Ilya Sorokin,home,New York Islanders,Boston Bruins,60.0,1,2.18
2022-02-17,Linus Ullmark,away,Boston Bruins,New York Islanders,58.3167,3,2.38
2022-03-22,Tristan Jarry,home,Pittsburgh Penguins,Columbus Blue Jackets,60.0,1,2.41
2022-03-22,Joonas Korpisalo,away,Columbus Blue Jackets,Pittsburgh Penguins,60.0,5,3.73
2022-03-22,Vitek Vanecek,home,Washington Capitals,St Louis Blues,57.1333,4,3.59
2022-03-22,Ville Husso,away,St Louis Blues,Washington Capitals,59.8333,2,1.93
2022-03-22,Frederik Andersen,home,Carolina Hurricanes,Tampa Bay Lightning,60.0,2,3.23
2022-03-22,Andrei Vasilevskiy,away,Tampa Bay Lightning,Carolina Hurricanes,57.7833,3,4.73
2022-03-22,Jake Oettinger,home,Dallas Stars,Edmonton Oilers,59.9833,3,3.29
2022-03-22,Mikko Koskinen,away,Edmonton Oilers,Dallas Stars,58.7,4,3.19
2022-03-22,Connor Hellebuyck,home,Winnipeg Jets,Vegas Golden Knights,59.4833,0,4.05
2022-03-22,Logan Thompson,away,Vegas Golden Knights,Winnipeg Jets,60.0,4,2.8
2022-03-22,Jacob Markstrom,home,Calgary Flames,San Jose Sharks,58.0833,4,4.14
2022-03-22,James Reimer,away,San Jose Sharks,Calgary Flames,60.0,3,3.0
2022-03-22,Jonathan Quick,home,Los Angeles Kings,Nashville Predators,60.0,1,2.71
2022-03-22,David Rittich,away,Nashville Predators,Los Angeles Kings,59.3667,5,3.42
2022-03-23,Craig Anderson,home,Buffalo Sabres,Pittsburgh Penguins,65.0,3,1.81
2022-03-23,Casey DeSmith,away,Pittsburgh Penguins,Buffalo Sabres,65.0,3,2.76
2022-03-23,Petr Mrazek,home,Toronto Maple Leafs,New Jersey Devils,60.0,2,1.74
2022-03-23,Nico Daws,away,New Jersey Devils,Toronto Maple Leafs,58.3667,3,2.49
2022-03-23,Darcy Kuemper,home,Colorado Avalanche,Vancouver Canucks,58.25,2,2.41
2022-03-23,Jaroslav Halak,away,Vancouver Canucks,Colorado Avalanche,60.0,1,3.07
2022-03-22,Karel Vejmelka,home,Arizona Coyotes,Seattle Kraken,57.9167,4,2.55
2022-03-22,Philipp Grubauer,away,Seattle Kraken,Arizona Coyotes,59.8667,2,3.05
2022-03-23,John Gibson,home,Anaheim Ducks,Chicago Blackhawks,59.0,3,2.69
2022-03-23,Kevin Lankinen,away,Chicago Blackhawks,Anaheim Ducks,60.0,2,2.78
2022-03-24,Jeremy Swayman,home,Boston Bruins,Tampa Bay Lightning,60.0,2,1.89
2022-03-24,Andrei Vasilevskiy,away,Tampa Bay Lightning,Boston Bruins,58.8667,3,2.75
2022-03-24,Jake Allen,home,Montreal Canadiens,Florida Panthers,56.75,4,3.77
2022-03-24,Spencer Knight,away,Florida Panthers,Montreal Canadiens,60.0,3,3.51
2022-03-22,Semyon Varlamov,home,New York Islanders,Ottawa Senators,59.6167,0,2.17
2022-03-22,Anton Forsberg,away,Ottawa Senators,New York Islanders,58.1833,2,2.5
2022-03-24,Frederik Andersen,home,Carolina Hurricanes,Dallas Stars,65.0,3,1.55
2022-03-24,Scott Wedgewood,away,Dallas Stars,Carolina Hurricanes,65.0,3,4.79
2022-03-24,Jordan Binnington,home,St Louis Blues,Philadelphia Flyers,59.0667,4,2.6
2022-03-24,Martin Jones,away,Philadelphia Flyers,St Louis Blues,60.0,2,3.29
2022-03-24,Cam Talbot,home,Minnesota Wild,Vancouver Canucks,60.4167,2,1.56
2022-03-24,Thatcher Demko,away,Vancouver Canucks,Minnesota Wild,60.4667,3,2.44
2022-03-24,Mike Smith,home,Edmonton Oilers,San Jose Sharks,60.0,2,2.76
2022-03-24,Kaapo Kahkonen,away,San Jose Sharks,Edmonton Oilers,59.8167,4,4.08
2022-03-24,Logan Thompson,home,Vegas Golden Knights,Nashville Predators,59.6833,1,3.15
2022-03-24,Juuse Saros,away,Nashville Predators,Vegas Golden Knights,60.0,6,4.19
2022-03-24,Jonathan Quick,home,Los Angeles Kings,Chicago Blackhawks,64.8833,3,3.69
2022-03-24,Collin Delia,away,Chicago Blackhawks,Los Angeles Kings,65.0,3,3.59
2022-03-25,Dustin Tokarski,home,Buffalo Sabres,Washington Capitals,65.0,3,2.77
2022-03-25,Ilya Samsonov,away,Washington Capitals,Buffalo Sabres,65.0,3,1.94
2022-03-25,Igor Shesterkin,home,New York Rangers,Pittsburgh Penguins,60.0,1,1.8
2022-03-25,Casey DeSmith,away,Pittsburgh Penguins,New York Rangers,4.3167,0,0.23
2022-03-25,Tristan Jarry,away,Pittsburgh Penguins,New York Rangers,55.6833,5,2.48
2022-03-25,Eric Comrie,home,Winnipeg Jets,Columbus Blue Jackets,60.35,3,3.11
2022-03-25,Elvis Merzlikins,away,Columbus Blue Jackets,Winnipeg Jets,58.7167,4,3.49
2022-03-25,Pavel Francouz,home,Colorado Avalanche,Philadelphia Flyers,59.7,3,2.26
2022-03-25,Carter Hart,away,Philadelphia Flyers,Colorado Avalanche,60.0,6,4.06
2022-03-25,Jacob Markstrom,home,Calgary Flames,Arizona Coyotes,60.0,2,1.6
2022-03-25,Karel Vejmelka,away,Arizona Coyotes,Calgary Flames,58.7167,4,3.06
2022-02-11,John Gibson,home,Anaheim Ducks,Seattle Kraken,59.1167,4,2.54
2022-02-11,Chris Driedger,away,Seattle Kraken,Anaheim Ducks,60.0,3,3.74
2022-03-26,Linus Ullmark,home,Boston Bruins,New York Islanders,60.0,3,2.63
2022-03-26,Semyon Varlamov,away,New York Islanders,Boston Bruins,60.0,6,4.68
2022-03-26,Jake Allen,home,Montreal Canadiens,Toronto Maple Leafs,59.9333,2,5.24
2022-03-26,Erik Kallgren,away,Toronto Maple Leafs,Montreal Canadiens,58.7833,3,1.66
2022-03-26,Anton Forsberg,home,Ottawa Senators,Florida Panthers,65.0,3,4.34
2022-03-26,Sergei Bobrovsky,away,Florida Panthers,Ottawa Senators,64.1667,3,2.77
2022-03-26,Alex Nedeljkovic,home,Detroit Red Wings,Tampa Bay Lightning,62.5333,2,4.25
2022-03-26,Brian Elliott,away,Tampa Bay Lightning,Detroit Red Wings,62.4667,1,2.7
2022-03-26,Vitek Vanecek,home,Washington Capitals,New Jersey Devils,59.6667,3,3.61
2022-03-26,Nico Daws,away,New Jersey Devils,Washington Capitals,57.4833,4,2.34
2022-03-26,Ville Husso,home,St Louis Blues,Carolina Hurricanes,58.4667,5,2.1
2022-03-26,Antti Raanta,away,Carolina Hurricanes,St Louis Blues,60.0,2,2.62
2022-03-26,Jake Oettinger,home,Dallas Stars,Vancouver Canucks,59.2667,3,2.72
2022-03-26,Thatcher Demko,away,Vancouver Canucks,Dallas Stars,60.0,1,2.94
2022-03-26,Marc-Andre Fleury,home,Minnesota Wild,Columbus Blue Jackets,60.05,2,1.99
2022-03-26,Elvis Merzlikins,away,Columbus Blue Jackets,Minnesota Wild,61.4,3,4.16
2022-03-26,Jacob Markstrom,home,Calgary Flames,Edmonton Oilers,59.7667,5,3.4
2022-03-26,Mikko Koskinen,away,Edmonton Oilers,Calgary Flames,25.1,5,1.18
2022-03-26,Mike Smith,away,Edmonton Oilers,Calgary Flames,34.5667,4,3.15
2022-03-26,Logan Thompson,home,Vegas Golden Knights,Chicago Blackhawks,62.0833,4,3.05
2022-03-26,Kevin Lankinen,away,Chicago Blackhawks,Vegas Golden Knights,62.0833,5,2.94
2022-03-26,Cal Petersen,home,Los Angeles Kings,Seattle Kraken,59.9333,2,2.56
2022-03-26,Philipp Grubauer,away,Seattle Kraken,Los Angeles Kings,60.0,4,3.58
2022-03-26,James Reimer,home,San Jose Sharks,Anaheim Ducks,60.0,1,1.61
2022-03-26,Lukas Dostal,away,Anaheim Ducks,San Jose Sharks,59.4333,4,1.8
2022-03-27,Petr Mrazek,home,Toronto Maple Leafs,Florida Panthers,60.0,2,2.47
2022-03-27,Spencer Knight,away,Florida Panthers,Toronto Maple Leafs,55.85,4,2.3
2022-03-27,Nico Daws,home,New Jersey Devils,Montreal Canadiens,65.0,2,4.1
2022-03-27,Sam Montembeault,away,Montreal Canadiens,New Jersey Devils,64.7667,2,3.16
2022-03-27,Ilya Sorokin,home,New York Islanders,Tampa Bay Lightning,40.0,2,2.15
2022-03-27,Semyon Varlamov,home,New York Islanders,Tampa Bay Lightning,20.0,2,2.27
2022-03-27,Andrei Vasilevskiy,away,Tampa Bay Lightning,New York Islanders,60.0,1,3.42
2022-03-27,Alexandar Georgiev,home,New York Rangers,Buffalo Sabres,62.0333,4,1.46
2022-03-27,Craig Anderson,away,Buffalo Sabres,New York Rangers,62.0333,5,3.64
2022-03-27,Tristan Jarry,home,Pittsburgh Penguins,Detroit Red Wings,60.0,2,3.69
2022-03-27,Calvin Pickard,away,Detroit Red Wings,Pittsburgh Penguins,22.1833,4,1.76
2022-03-27,Alex Nedeljkovic,away,Detroit Red Wings,Pittsburgh Penguins,37.8167,7,2.26
2022-03-27,Juuse Saros,home,Nashville Predators,Philadelphia Flyers,59.95,4,1.99
2022-03-27,Martin Jones,away,Philadelphia Flyers,Nashville Predators,59.0,5,3.79
2022-03-27,Cam Talbot,home,Minnesota Wild,Colorado Avalanche,60.15,2,2.96
2022-03-27,Darcy Kuemper,away,Colorado Avalanche,Minnesota Wild,60.0167,3,2.47
2022-03-27,Connor Hellebuyck,home,Winnipeg Jets,Arizona Coyotes,64.8333,1,2.23
2022-03-27,Karel Vejmelka,away,Arizona Coyotes,Winnipeg Jets,64.8333,2,3.78
2022-03-28,Ilya Samsonov,home,Washington Capitals,Carolina Hurricanes,20.0,1,0.29
2022-03-28,Vitek Vanecek,home,Washington Capitals,Carolina Hurricanes,40.0,5,2.63
2022-03-28,Frederik Andersen,away,Carolina Hurricanes,Washington Capitals,60.0,1,3.16
2022-03-28,Kevin Lankinen,home,Chicago Blackhawks,Buffalo Sabres,59.7667,6,2.99
2022-03-28,Dustin Tokarski,away,Buffalo Sabres,Chicago Blackhawks,60.0,5,1.32
2022-03-28,Ville Husso,home,St Louis Blues,Vancouver Canucks,59.8167,1,4.22
2022-03-28,Jaroslav Halak,away,Vancouver Canucks,St Louis Blues,58.2333,3,2.58
2022-03-28,Mikko Koskinen,home,Edmonton Oilers,Arizona Coyotes,60.0,1,2.23
2022-03-28,Josef Korenar,away,Arizona Coyotes,Edmonton Oilers,20.0,1,0.58
2022-03-28,Karel Vejmelka,away,Arizona Coyotes,Edmonton Oilers,40.0,5,4.07
2022-03-28,Cal Petersen,home,Los Angeles Kings,Seattle Kraken,59.6833,6,3.54
2022-03-28,Chris Driedger,away,Seattle Kraken,Los Angeles Kings,60.0,1,3.21
2022-03-29,Jeremy Swayman,home,Boston Bruins,Toronto Maple Leafs,40.0,6,3.01
2022-03-29,Linus Ullmark,home,Boston Bruins,Toronto Maple Leafs,18.0667,0,0.33
2022-03-29,Petr Mrazek,away,Toronto Maple Leafs,Boston Bruins,7.7333,1,0.25
2022-03-29,Erik Kallgren,away,Toronto Maple Leafs,Boston Bruins,52.2667,3,1.87
2022-03-29,Andrei Vasilevskiy,home,Tampa Bay Lightning,Carolina Hurricanes,60.8667,3,2.0
2022-03-29,Antti Raanta,away,Carolina Hurricanes,Tampa Bay Lightning,60.8167,4,2.93
2022-03-29,Sergei Bobrovsky,home,Florida Panthers,Montreal Canadiens,59.05,4,2.82
2022-03-29,Jake Allen,away,Montreal Canadiens,Florida Panthers,59.3,6,5.36
2022-03-29,Tristan Jarry,home,Pittsburgh Penguins,New York Rangers,57.4167,3,2.15
2022-03-29,Igor Shesterkin,away,New York Rangers,Pittsburgh Penguins,60.0,2,2.65
2022-03-29,Elvis Merzlikins,home,Columbus Blue Jackets,New York Islanders,57.7167,4,2.08
2022-03-29,Semyon Varlamov,away,New York Islanders,Columbus Blue Jackets,60.0,3,3.47
2022-03-29,Juuse Saros,home,Nashville Predators,Ottawa Senators,60.0,1,3.2
2022-03-29,Anton Forsberg,away,Ottawa Senators,Nashville Predators,57.6333,3,2.27
2022-03-29,Marc-Andre Fleury,home,Minnesota Wild,Philadelphia Flyers,59.75,1,3.11
2022-03-29,Martin Jones,away,Philadelphia Flyers,Minnesota Wild,60.0,4,2.64
2022-03-29,Jacob Markstrom,home,Calgary Flames,Colorado Avalanche,58.1333,2,2.12
2022-03-29,Darcy Kuemper,away,Colorado Avalanche,Calgary Flames,59.9,1,3.24
2022-03-29,John Gibson,home,Anaheim Ducks,Dallas Stars,58.35,3,3.96
2022-03-29,Jake Oettinger,away,Dallas Stars,Anaheim Ducks,60.0,2,3.03
2022-03-30,Craig Anderson,home,Buffalo Sabres,Winnipeg Jets,65.0,2,2.49
2022-03-30,Connor Hellebuyck,away,Winnipeg Jets,Buffalo Sabres,65.0,2,3.96
2022-03-30,Alex Nedeljkovic,home,Detroit Red Wings,New York Rangers,61.5667,5,3.92
2022-03-30,Alexandar Georgiev,away,New York Rangers,Detroit Red Wings,61.5667,4,1.74
2022-03-30,Mikko Koskinen,home,Edmonton Oilers,Los Angeles Kings,65.0,3,3.34
2022-03-30,Jonathan Quick,away,Los Angeles Kings,Edmonton Oilers,65.0,3,3.21
2022-03-30,Thatcher Demko,home,Vancouver Canucks,St Louis Blues,57.8333,4,2.83
2022-03-30,Ville Husso,away,St Louis Blues,Vancouver Canucks,60.0,3,2.05
2022-03-30,Karel Vejmelka,home,Arizona Coyotes,San Jose Sharks,60.0,2,4.11
2022-03-30,James Reimer,away,San Jose Sharks,Arizona Coyotes,59.1667,4,2.69
2022-03-30,Chris Driedger,home,Seattle Kraken,Vegas Golden Knights,57.6333,2,3.32
2022-03-30,Logan Thompson,away,Vegas Golden Knights,Seattle Kraken,60.0,0,1.86
2022-03-31,Linus Ullmark,home,Boston Bruins,New Jersey Devils,60.0,1,1.94
2022-03-31,Jon Gillies,away,New Jersey Devils,Boston Bruins,30.9833,3,1.3
2022-03-31,Nico Daws,away,New Jersey Devils,Boston Bruins,29.0167,5,1.92
2022-03-31,Erik Kallgren,home,Toronto Maple Leafs,Winnipeg Jets,59.2167,3,2.17
2022-03-31,Eric Comrie,away,Winnipeg Jets,Toronto Maple Leafs,58.7333,6,4.23
2022-03-31,Sergei Bobrovsky,home,Florida Panthers,Chicago Blackhawks,60.0,0,3.85
2022-03-31,Collin Delia,away,Chicago Blackhawks,Florida Panthers,60.0,4,3.98
2022-03-31,Semyon Varlamov,home,New York Islanders,Columbus Blue Jackets,59.65,2,2.38
2022-03-31,Elvis Merzlikins,away,Columbus Blue Jackets,New York Islanders,57.8,4,3.59
2022-03-31,Frederik Andersen,home,Carolina Hurricanes,Montreal Canadiens,60.0,0,3.14
2022-03-31,Jake Allen,away,Montreal Canadiens,Carolina Hurricanes,56.5333,3,4.35
2022-03-31,Cam Talbot,home,Minnesota Wild,Pittsburgh Penguins,63.9167,4,2.53
2022-03-31,Casey DeSmith,away,Pittsburgh Penguins,Minnesota Wild,63.8667,3,3.2
2022-03-31,Pavel Francouz,home,Colorado Avalanche,San Jose Sharks,60.0,2,1.91
2022-03-31,Kaapo Kahkonen,away,San Jose Sharks,Colorado Avalanche,59.85,4,4.3
2022-03-31,Jacob Markstrom,home,Calgary Flames,Los Angeles Kings,65.0,2,3.29
2022-03-31,Cal Petersen,away,Los Angeles Kings,Calgary Flames,65.0,2,2.69
2022-03-31,John Gibson,home,Anaheim Ducks,Dallas Stars,60.8833,3,2.87
2022-03-31,Jake Oettinger,away,Dallas Stars,Anaheim Ducks,60.8833,2,2.28
2022-04-01,Craig Anderson,home,Buffalo Sabres,Nashville Predators,60.0,3,1.99
2022-04-01,Juuse Saros,away,Nashville Predators,Buffalo Sabres,57.9167,4,2.22
2022-04-01,Alex Nedeljkovic,home,Detroit Red Wings,Ottawa Senators,58.8167,4,2.28
2022-04-01,Mads Sogaard,away,Ottawa Senators,Detroit Red Wings,60.0,2,2.8
2022-04-01,Andrei Vasilevskiy,home,Tampa Bay Lightning,Chicago Blackhawks,60.0,2,1.83
2022-04-01,Kevin Lankinen,away,Chicago Blackhawks,Tampa Bay Lightning,57.35,4,3.66
2022-04-01,Igor Shesterkin,home,New York Rangers,New York Islanders,59.3,3,1.93
2022-04-01,Semyon Varlamov,away,New York Islanders,New York Rangers,60.0,0,2.68
2022-04-01,Mike Smith,home,Edmonton Oilers,St Louis Blues,61.1833,5,3.46
2022-04-01,Ville Husso,away,St Louis Blues,Edmonton Oilers,47.6833,2,1.92
2022-04-01,Jordan Binnington,away,St Louis Blues,Edmonton Oilers,13.5,4,1.84
2022-04-01,Josef Korenar,home,Arizona Coyotes,Anaheim Ducks,50.3,2,2.33
2022-04-01,Karel Vejmelka,home,Arizona Coyotes,Anaheim Ducks,9.7,3,0.89
2022-04-01,Anthony Stolarz,away,Anaheim Ducks,Arizona Coyotes,60.0,0,1.39
2022-04-01,Philipp Grubauer,home,Seattle Kraken,Vegas Golden Knights,58.9167,3,2.01
2022-04-01,Logan Thompson,away,Vegas Golden Knights,Seattle Kraken,60.0,2,2.23
2022-04-02,Jeremy Swayman,home,Boston Bruins,Columbus Blue Jackets,59.7,2,2.75
2022-04-02,Elvis Merzlikins,away,Columbus Blue Jackets,Boston Bruins,57.4167,3,3.39
2022-04-02,Brian Elliott,home,Tampa Bay Lightning,Montreal Canadiens,65.0,4,2.62
2022-04-02,Jake Allen,away,Montreal Canadiens,Tampa Bay Lightning,65.0,4,3.55
2022-04-02,Andrew Hammond,home,New Jersey Devils,Florida Panthers,61.75,7,3.01
2022-04-02,Spencer Knight,away,Florida Panthers,New Jersey Devils,20.6333,0,0.25
2022-04-02,Sergei Bobrovsky,away,Florida Panthers,New Jersey Devils,40.0,6,1.84
2022-04-02,Carter Hart,home,Philadelphia Flyers,Toronto Maple Leafs,60.0,6,2.52
2022-04-02,Jack Campbell,away,Toronto Maple Leafs,Philadelphia Flyers,60.0,3,2.56
2022-04-02,Frederik Andersen,home,Carolina Hurricanes,Minnesota Wild,56.5833,3,2.73
2022-04-02,Marc-Andre Fleury,away,Minnesota Wild,Carolina Hurricanes,59.9667,1,2.64
2022-02-15,Juuse Saros,home,Nashville Predators,Washington Capitals,57.9167,3,2.23
2022-02-15,Ilya Samsonov,away,Washington Capitals,Nashville Predators,60.0,1,2.72
2022-04-02,Connor Hellebuyck,home,Winnipeg Jets,Los Angeles Kings,57.8667,3,4.02
2022-04-02,Cal Petersen,away,Los Angeles Kings,Winnipeg Jets,60.0,2,2.99
2022-04-02,Darcy Kuemper,home,Colorado Avalanche,Pittsburgh Penguins,60.0,2,2.73
2022-04-02,Tristan Jarry,away,Pittsburgh Penguins,Colorado Avalanche,58.4667,3,3.02
2022-04-02,Jacob Markstrom,home,Calgary Flames,St Louis Blues,59.3333,4,2.44
2022-04-02,Ville Husso,away,St Louis Blues,Calgary Flames,60.0,4,4.71
2022-04-02,Kaapo Kahkonen,home,San Jose Sharks,Dallas Stars,20.0,4,1.39
2022-04-02,James Reimer,home,San Jose Sharks,Dallas Stars,38.6667,1,1.54
2022-04-02,Scott Wedgewood,away,Dallas Stars,San Jose Sharks,59.9667,4,2.69
2022-04-03,Dustin Tokarski,home,Buffalo Sabres,Florida Panthers,59.3167,5,3.12
2022-04-03,Spencer Knight,away,Florida Panthers,Buffalo Sabres,60.0,3,2.04
2022-04-03,Anton Forsberg,home,Ottawa Senators,Detroit Red Wings,59.9833,2,2.23
2022-04-03,Thomas Greiss,away,Detroit Red Wings,Ottawa Senators,59.0667,3,3.05
2022-04-03,Nico Daws,home,New Jersey Devils,New York Islanders,57.0167,4,2.56
2022-04-03,Cory Schneider,away,New York Islanders,New Jersey Devils,60.0,3,3.72
2022-04-03,Igor Shesterkin,home,New York Rangers,Philadelphia Flyers,64.55,3,2.44
2022-04-03,Martin Jones,away,Philadelphia Flyers,New York Rangers,65.0,3,3.69
