,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season,Score
28910,799,799,799,799,2018-11-27,Casey DeSmith,away,Pittsburgh Penguins,Winnipeg Jets,60.0,3,2.02,20182019,
28911,800,800,800,800,2018-11-27,Cam Ward,home,Chicago Blackhawks,Vegas Golden Knights,20.0,2,0.96,20182019,
28912,801,801,801,801,2018-11-27,Corey Crawford,home,Chicago Blackhawks,Vegas Golden Knights,40.0,6,1.65,20182019,
28913,802,802,802,802,2018-11-27,Marc-Andre Fleury,away,Vegas Golden Knights,Chicago Blackhawks,60.0,3,2.24,20182019,
28914,803,803,803,803,2018-11-27,Mikko Koskinen,home,Edmonton Oilers,Dallas Stars,62.7,0,2.04,20182019,
28915,804,804,804,804,2018-11-27,Anton Khudobin,away,Dallas Stars,Edmonton Oilers,62.7,1,2.4,20182019,
28916,805,805,805,805,2018-11-27,Jacob Markstrom,home,Vancouver Canucks,Los Angeles Kings,60.85,2,1.62,20182019,
28917,806,806,806,806,2018-11-27,Cal Petersen,away,Los Angeles Kings,Vancouver Canucks,60.35,1,1.94,20182019,
28918,807,807,807,807,2018-11-28,Jimmy Howard,home,Detroit Red Wings,St Louis Blues,60.0,3,2.91,20182019,
28919,808,808,808,808,2018-11-28,Jake Allen,away,St Louis Blues,Detroit Red Wings,58.1667,4,2.04,20182019,
28920,809,809,809,809,2018-11-28,James Reimer,home,Florida Panthers,Anaheim Ducks,58.65,3,1.63,20182019,
28921,810,810,810,810,2018-11-28,John Gibson,away,Anaheim Ducks,Florida Panthers,60.0,2,2.45,20182019,
28922,811,811,811,811,2018-11-28,Frederik Andersen,home,Toronto Maple Leafs,San Jose Sharks,60.0,3,3.22,20182019,
28923,812,812,812,812,2018-11-28,Aaron Dell,away,San Jose Sharks,Toronto Maple Leafs,58.2,5,2.53,20182019,
28924,813,813,813,813,2018-11-28,David Rittich,home,Calgary Flames,Dallas Stars,60.1667,4,2.4,20182019,
28925,814,814,814,814,2018-11-28,Anton Khudobin,away,Dallas Stars,Calgary Flames,59.8833,3,2.74,20182019,
28926,815,815,815,815,2018-11-28,Philipp Grubauer,home,Colorado Avalanche,Pittsburgh Penguins,60.0,3,2.12,20182019,
28927,816,816,816,816,2018-11-28,Tristan Jarry,away,Pittsburgh Penguins,Colorado Avalanche,58.35,5,1.0,20182019,
28928,817,817,817,817,2018-11-29,Tuukka Rask,home,Boston Bruins,New York Islanders,65.0,1,2.11,20182019,
28929,818,818,818,818,2018-11-29,Robin Lehner,away,New York Islanders,Boston Bruins,64.6333,1,2.78,20182019,
28930,819,819,819,819,2018-11-29,Sergei Bobrovsky,home,Columbus Blue Jackets,Minnesota Wild,60.0,2,2.49,20182019,
28931,820,820,820,820,2018-11-29,Devan Dubnyk,away,Minnesota Wild,Columbus Blue Jackets,57.9667,4,2.46,20182019,
28932,821,821,821,821,2018-11-29,Craig Anderson,home,Ottawa Senators,New York Rangers,60.0,0,1.48,20182019,
28933,822,822,822,822,2018-11-29,Henrik Lundqvist,away,New York Rangers,Ottawa Senators,60.0,3,2.67,20182019,
28934,823,823,823,823,2018-11-29,Louis Domingue,home,Tampa Bay Lightning,Buffalo Sabres,60.0,4,1.1,20182019,
28935,824,824,824,824,2018-11-29,Carter Hutton,away,Buffalo Sabres,Tampa Bay Lightning,58.2833,5,3.13,20182019,
28936,825,825,825,825,2018-11-29,Pekka Rinne,home,Nashville Predators,Arizona Coyotes,60.0,3,2.24,20182019,
28937,826,826,826,826,2018-11-29,Adin Hill,away,Arizona Coyotes,Nashville Predators,60.0,0,2.08,20182019,
28938,827,827,827,827,2018-11-29,Connor Hellebuyck,home,Winnipeg Jets,Chicago Blackhawks,60.0,5,4.03,20182019,
28939,828,828,828,828,2018-11-29,Corey Crawford,away,Chicago Blackhawks,Winnipeg Jets,58.25,6,3.16,20182019,
28940,829,829,829,829,2018-11-29,Mikko Koskinen,home,Edmonton Oilers,Los Angeles Kings,60.0,2,1.85,20182019,
28941,830,830,830,830,2018-11-29,Jonathan Quick,away,Los Angeles Kings,Edmonton Oilers,59.0667,3,3.38,20182019,
28942,831,831,831,831,2018-11-29,Jacob Markstrom,home,Vancouver Canucks,Vegas Golden Knights,58.85,4,2.88,20182019,
28943,832,832,832,832,2018-11-29,Marc-Andre Fleury,away,Vegas Golden Knights,Vancouver Canucks,60.0,3,2.3,20182019,
28944,833,833,833,833,2018-11-30,James Reimer,home,Florida Panthers,Buffalo Sabres,62.25,2,1.41,20182019,
28945,834,834,834,834,2018-11-30,Linus Ullmark,away,Buffalo Sabres,Florida Panthers,62.3833,3,3.99,20182019,
28946,835,835,835,835,2018-11-30,Braden Holtby,home,Washington Capitals,New Jersey Devils,60.0,3,3.46,20182019,
28947,836,836,836,836,2018-11-30,Keith Kinkaid,away,New Jersey Devils,Washington Capitals,59.2333,4,2.52,20182019,
28948,837,837,837,837,2018-11-30,Curtis McElhinney,home,Carolina Hurricanes,Anaheim Ducks,61.25,2,2.56,20182019,
28949,838,838,838,838,2018-11-30,John Gibson,away,Anaheim Ducks,Carolina Hurricanes,61.25,1,4.27,20182019,
28950,839,839,839,839,2018-11-30,Semyon Varlamov,home,Colorado Avalanche,St Louis Blues,61.3333,3,2.3,20182019,
28951,840,840,840,840,2018-11-30,Jake Allen,away,St Louis Blues,Colorado Avalanche,61.5667,2,2.06,20182019,
28952,841,841,841,841,2018-11-30,Mike Smith,home,Calgary Flames,Los Angeles Kings,60.0,1,1.29,20182019,
28953,842,842,842,842,2018-11-30,Cal Petersen,away,Los Angeles Kings,Calgary Flames,59.1167,2,3.01,20182019,
28954,843,843,843,843,2018-12-01,Craig Anderson,home,Ottawa Senators,San Jose Sharks,59.6333,2,2.59,20182019,
28955,844,844,844,844,2018-12-01,Martin Jones,away,San Jose Sharks,Ottawa Senators,59.7833,5,2.25,20182019,
28956,845,845,845,845,2018-12-01,Anders Nilsson,home,Vancouver Canucks,Dallas Stars,58.25,2,1.8,20182019,
28957,846,846,846,846,2018-12-01,Ben Bishop,away,Dallas Stars,Vancouver Canucks,60.0,1,1.85,20182019,
28958,847,847,847,847,2018-12-01,Tuukka Rask,home,Boston Bruins,Detroit Red Wings,58.1,3,2.93,20182019,
28959,848,848,848,848,2018-12-01,Jimmy Howard,away,Detroit Red Wings,Boston Bruins,59.1667,2,3.7,20182019,
28960,849,849,849,849,2018-12-01,Carey Price,home,Montreal Canadiens,New York Rangers,59.9667,2,1.67,20182019,
28961,850,850,850,850,2018-12-01,Alexandar Georgiev,away,New York Rangers,Montreal Canadiens,59.8333,5,3.57,20182019,
28962,851,851,851,851,2018-12-01,James Reimer,home,Florida Panthers,Tampa Bay Lightning,63.0333,5,3.98,20182019,
28963,852,852,852,852,2018-12-01,Louis Domingue,away,Tampa Bay Lightning,Florida Panthers,63.2,4,2.44,20182019,
28964,853,853,853,853,2018-12-01,Keith Kinkaid,home,New Jersey Devils,Winnipeg Jets,64.55,4,3.23,20182019,
28965,854,854,854,854,2018-12-01,Laurent Brossoit,away,Winnipeg Jets,New Jersey Devils,64.7167,3,4.33,20182019,
28966,855,855,855,855,2018-12-01,Thomas Greiss,home,New York Islanders,Columbus Blue Jackets,59.9,2,2.72,20182019,
28967,856,856,856,856,2018-12-01,Sergei Bobrovsky,away,Columbus Blue Jackets,New York Islanders,58.0333,3,2.21,20182019,
28968,857,857,857,857,2018-12-01,Casey DeSmith,home,Pittsburgh Penguins,Philadelphia Flyers,58.9,3,1.72,20182019,
28969,858,858,858,858,2018-12-01,Anthony Stolarz,away,Philadelphia Flyers,Pittsburgh Penguins,60.0,2,2.59,20182019,
28970,859,859,859,859,2018-12-01,Devan Dubnyk,home,Minnesota Wild,Toronto Maple Leafs,58.6333,4,1.42,20182019,
28971,860,860,860,860,2018-12-01,Frederik Andersen,away,Toronto Maple Leafs,Minnesota Wild,60.0,3,3.1,20182019,
28972,861,861,861,861,2018-12-01,Pekka Rinne,home,Nashville Predators,Chicago Blackhawks,60.0,2,1.77,20182019,
28973,862,862,862,862,2018-12-01,Cam Ward,away,Chicago Blackhawks,Nashville Predators,59.95,4,2.3,20182019,
28974,863,863,863,863,2018-12-01,Adin Hill,home,Arizona Coyotes,St Louis Blues,59.8167,1,1.84,20182019,
28975,864,864,864,864,2018-12-01,Chad Johnson,away,St Louis Blues,Arizona Coyotes,60.0,6,4.05,20182019,
28976,865,865,865,865,2018-12-01,Mikko Koskinen,home,Edmonton Oilers,Vegas Golden Knights,59.7667,1,4.46,20182019,
28977,866,866,866,866,2018-12-01,Marc-Andre Fleury,away,Vegas Golden Knights,Edmonton Oilers,57.9833,2,3.55,20182019,
28978,867,867,867,867,2018-12-02,Braden Holtby,home,Washington Capitals,Anaheim Ducks,58.45,6,3.12,20182019,
28979,868,868,868,868,2018-12-02,Ryan Miller,away,Anaheim Ducks,Washington Capitals,46.6833,2,1.58,20182019,
28980,869,869,869,869,2018-12-02,John Gibson,away,Anaheim Ducks,Washington Capitals,13.3167,3,0.62,20182019,
28981,870,870,870,870,2018-12-02,Henrik Lundqvist,home,New York Rangers,Winnipeg Jets,65.0,3,3.24,20182019,
28982,871,871,871,871,2018-12-02,Connor Hellebuyck,away,Winnipeg Jets,New York Rangers,65.0,3,1.52,20182019,
28983,872,872,872,872,2018-12-02,Carey Price,home,Montreal Canadiens,San Jose Sharks,57.5333,3,2.78,20182019,
28984,873,873,873,873,2018-12-02,Martin Jones,away,San Jose Sharks,Montreal Canadiens,59.95,1,2.41,20182019,
28985,874,874,874,874,2018-12-02,Jonathan Bernier,home,Detroit Red Wings,Colorado Avalanche,58.4167,1,2.29,20182019,
28986,875,875,875,875,2018-12-02,Semyon Varlamov,away,Colorado Avalanche,Detroit Red Wings,60.0,0,1.47,20182019,
28987,876,876,876,876,2018-12-02,Corey Crawford,home,Chicago Blackhawks,Calgary Flames,58.6167,3,3.23,20182019,
28988,877,877,877,877,2018-12-02,Mike Smith,away,Calgary Flames,Chicago Blackhawks,59.9167,2,2.37,20182019,
28989,878,878,878,878,2018-12-02,Jonathan Quick,home,Los Angeles Kings,Carolina Hurricanes,60.0,0,3.3,20182019,
28990,879,879,879,879,2018-12-02,Petr Mrazek,away,Carolina Hurricanes,Los Angeles Kings,58.9167,1,2.72,20182019,
28991,880,880,880,880,2018-12-03,Keith Kinkaid,home,New Jersey Devils,Tampa Bay Lightning,39.95,4,1.72,20182019,
28992,881,881,881,881,2018-12-03,Cory Schneider,home,New Jersey Devils,Tampa Bay Lightning,19.9333,1,0.34,20182019,
28993,882,882,882,882,2018-12-03,Louis Domingue,away,Tampa Bay Lightning,New Jersey Devils,60.0,1,1.9,20182019,
28994,883,883,883,883,2018-12-03,Pekka Rinne,home,Nashville Predators,Buffalo Sabres,60.0,1,2.34,20182019,
28995,884,884,884,884,2018-12-03,Carter Hutton,away,Buffalo Sabres,Nashville Predators,58.4,2,2.51,20182019,
28996,885,885,885,885,2018-12-03,Anton Khudobin,home,Dallas Stars,Edmonton Oilers,59.8,1,2.48,20182019,
28997,886,886,886,886,2018-12-03,Mikko Koskinen,away,Edmonton Oilers,Dallas Stars,58.2167,3,2.28,20182019,
28998,887,887,887,887,2018-12-04,Linus Ullmark,home,Buffalo Sabres,Toronto Maple Leafs,64.95,4,2.78,20182019,
28999,888,888,888,888,2018-12-04,Frederik Andersen,away,Toronto Maple Leafs,Buffalo Sabres,64.95,3,2.54,20182019,
29000,889,889,889,889,2018-12-04,Roberto Luongo,home,Florida Panthers,Boston Bruins,59.8333,0,2.36,20182019,
29001,890,890,890,890,2018-12-04,Jaroslav Halak,away,Boston Bruins,Florida Panthers,60.0,5,4.58,20182019,
29002,891,891,891,891,2018-12-04,Thomas Greiss,home,New York Islanders,Winnipeg Jets,58.5167,2,1.89,20182019,
29003,892,892,892,892,2018-12-04,Connor Hellebuyck,away,Winnipeg Jets,New York Islanders,60.0,1,2.9,20182019,
29004,893,893,893,893,2018-12-04,Casey DeSmith,home,Pittsburgh Penguins,Colorado Avalanche,60.0,3,3.9,20182019,
29005,894,894,894,894,2018-12-04,Semyon Varlamov,away,Colorado Avalanche,Pittsburgh Penguins,57.7833,6,3.5,20182019,
29006,895,895,895,895,2018-12-04,Joonas Korpisalo,home,Columbus Blue Jackets,Calgary Flames,13.5167,1,0.29,20182019,
29007,896,896,896,896,2018-12-04,Sergei Bobrovsky,home,Columbus Blue Jackets,Calgary Flames,46.4833,8,2.49,20182019,
29008,897,897,897,897,2018-12-04,David Rittich,away,Calgary Flames,Columbus Blue Jackets,20.0,3,0.96,20182019,
29009,898,898,898,898,2018-12-04,Mike Smith,away,Calgary Flames,Columbus Blue Jackets,40.0,3,1.02,20182019,
29010,899,899,899,899,2018-12-04,Carey Price,home,Montreal Canadiens,Ottawa Senators,59.6167,2,2.05,20182019,
29011,900,900,900,900,2018-12-04,Craig Anderson,away,Ottawa Senators,Montreal Canadiens,60.0,5,3.57,20182019,
29012,901,901,901,901,2018-12-04,Jimmy Howard,home,Detroit Red Wings,Tampa Bay Lightning,65.0,5,4.01,20182019,
29013,902,902,902,902,2018-12-04,Edward Pasquale,away,Tampa Bay Lightning,Detroit Red Wings,65.0,5,1.7,20182019,
29014,903,903,903,903,2018-12-04,Anders Nilsson,home,Vancouver Canucks,Minnesota Wild,59.3167,3,1.7,20182019,
29015,904,904,904,904,2018-12-04,Devan Dubnyk,away,Minnesota Wild,Vancouver Canucks,60.0,2,2.48,20182019,
29016,905,905,905,905,2018-12-04,Marc-Andre Fleury,home,Vegas Golden Knights,Washington Capitals,60.0,3,1.83,20182019,
29017,906,906,906,906,2018-12-04,Braden Holtby,away,Washington Capitals,Vegas Golden Knights,58.95,4,3.36,20182019,
29018,907,907,907,907,2018-12-04,Jonathan Quick,home,Los Angeles Kings,Arizona Coyotes,58.3,2,2.12,20182019,
29019,908,908,908,908,2018-12-04,Adin Hill,away,Arizona Coyotes,Los Angeles Kings,60.0,1,2.85,20182019,
29020,909,909,909,909,2018-12-05,Jake Allen,home,St Louis Blues,Edmonton Oilers,64.6333,2,2.93,20182019,
29021,910,910,910,910,2018-12-05,Cam Talbot,away,Edmonton Oilers,St Louis Blues,63.9833,2,2.91,20182019,
29022,911,911,911,911,2018-12-05,John Gibson,home,Anaheim Ducks,Chicago Blackhawks,60.0,2,2.87,20182019,
29023,912,912,912,912,2018-12-05,Corey Crawford,away,Chicago Blackhawks,Anaheim Ducks,59.2667,3,3.21,20182019,
29024,913,913,913,913,2018-12-05,Martin Jones,home,San Jose Sharks,Carolina Hurricanes,60.0,1,4.02,20182019,
29025,914,914,914,914,2018-12-05,Curtis McElhinney,away,Carolina Hurricanes,San Jose Sharks,60.0,5,2.32,20182019,
29026,915,915,915,915,2018-12-06,Garret Sparks,home,Toronto Maple Leafs,Detroit Red Wings,62.8,5,3.39,20182019,
29027,916,916,916,916,2018-12-06,Jonathan Bernier,away,Detroit Red Wings,Toronto Maple Leafs,62.5333,4,3.11,20182019,
29028,917,917,917,917,2018-12-06,Roberto Luongo,home,Florida Panthers,Colorado Avalanche,58.3333,4,2.65,20182019,
29029,918,918,918,918,2018-12-06,Philipp Grubauer,away,Colorado Avalanche,Florida Panthers,60.0,2,3.28,20182019,
29030,919,919,919,919,2018-12-06,Anthony Stolarz,home,Philadelphia Flyers,Columbus Blue Jackets,59.7167,4,2.6,20182019,
29031,920,920,920,920,2018-12-06,Sergei Bobrovsky,away,Columbus Blue Jackets,Philadelphia Flyers,60.1667,3,1.89,20182019,
29032,921,921,921,921,2018-12-06,Casey DeSmith,home,Pittsburgh Penguins,New York Islanders,60.0,2,2.32,20182019,
29033,922,922,922,922,2018-12-06,Thomas Greiss,away,New York Islanders,Pittsburgh Penguins,39.7167,5,1.44,20182019,
29034,923,923,923,923,2018-12-06,Christopher Gibson,away,New York Islanders,Pittsburgh Penguins,20.0,1,0.29,20182019,
29035,924,924,924,924,2018-12-06,Craig Anderson,home,Ottawa Senators,Montreal Canadiens,59.9167,4,2.94,20182019,
29036,925,925,925,925,2018-12-06,Carey Price,away,Montreal Canadiens,Ottawa Senators,59.95,2,1.53,20182019,
29037,926,926,926,926,2018-12-06,Louis Domingue,home,Tampa Bay Lightning,Boston Bruins,59.9333,2,2.49,20182019,
29038,927,927,927,927,2018-12-06,Tuukka Rask,away,Boston Bruins,Tampa Bay Lightning,58.5333,3,2.21,20182019,
29039,928,928,928,928,2018-12-06,Mike Smith,home,Calgary Flames,Minnesota Wild,60.0,0,2.44,20182019,
29040,929,929,929,929,2018-12-06,Alex Stalock,away,Minnesota Wild,Calgary Flames,56.6667,2,2.05,20182019,
29041,930,930,930,930,2018-12-06,Adin Hill,home,Arizona Coyotes,Washington Capitals,58.2667,3,2.43,20182019,
29042,931,931,931,931,2018-12-06,Pheonix Copley,away,Washington Capitals,Arizona Coyotes,60.0,2,3.06,20182019,
29043,932,932,932,932,2018-12-06,Jacob Markstrom,home,Vancouver Canucks,Nashville Predators,60.0,3,1.99,20182019,
29044,933,933,933,933,2018-12-06,Pekka Rinne,away,Nashville Predators,Vancouver Canucks,40.0,4,2.51,20182019,
29045,934,934,934,934,2018-12-06,Juuse Saros,away,Nashville Predators,Vancouver Canucks,18.8833,1,0.97,20182019,
29046,935,935,935,935,2018-12-06,Marc-Andre Fleury,home,Vegas Golden Knights,Chicago Blackhawks,59.7167,3,3.66,20182019,
29047,936,936,936,936,2018-12-06,Corey Crawford,away,Chicago Blackhawks,Vegas Golden Knights,57.25,4,3.31,20182019,
29048,937,937,937,937,2018-12-06,Jonathan Quick,home,Los Angeles Kings,New Jersey Devils,58.05,5,2.53,20182019,
29049,938,938,938,938,2018-12-06,Keith Kinkaid,away,New Jersey Devils,Los Angeles Kings,60.0,3,2.33,20182019,
29050,939,939,939,939,2018-12-07,Ben Bishop,home,Dallas Stars,San Jose Sharks,60.0,2,3.6,20182019,
29051,940,940,940,940,2018-12-07,Martin Jones,away,San Jose Sharks,Dallas Stars,58.0167,3,3.06,20182019,
29052,941,941,941,941,2018-12-07,Connor Hellebuyck,home,Winnipeg Jets,St Louis Blues,57.8333,1,1.35,20182019,
29053,942,942,942,942,2018-12-07,Jake Allen,away,St Louis Blues,Winnipeg Jets,60.0,0,2.83,20182019,
29054,943,943,943,943,2018-12-07,Cam Talbot,home,Edmonton Oilers,Minnesota Wild,60.0,2,3.48,20182019,
29055,944,944,944,944,2018-12-07,Alex Stalock,away,Minnesota Wild,Edmonton Oilers,51.3,4,2.72,20182019,
29056,945,945,945,945,2018-12-07,Devan Dubnyk,away,Minnesota Wild,Edmonton Oilers,8.7,3,0.72,20182019,
29057,946,946,946,946,2018-12-07,John Gibson,home,Anaheim Ducks,Carolina Hurricanes,58.9833,3,4.59,20182019,
29058,947,947,947,947,2018-12-07,Petr Mrazek,away,Carolina Hurricanes,Anaheim Ducks,60.0,1,2.42,20182019,
29059,948,948,948,948,2018-12-08,Linus Ullmark,home,Buffalo Sabres,Philadelphia Flyers,60.0,6,2.95,20182019,
29060,949,949,949,949,2018-12-08,Anthony Stolarz,away,Philadelphia Flyers,Buffalo Sabres,60.0,2,2.09,20182019,
29061,950,950,950,950,2018-12-08,Jonathan Quick,home,Los Angeles Kings,Vegas Golden Knights,60.0,1,2.44,20182019,
29062,951,951,951,951,2018-12-08,Marc-Andre Fleury,away,Vegas Golden Knights,Los Angeles Kings,60.0,5,1.99,20182019,
29063,952,952,952,952,2018-12-08,Jaroslav Halak,home,Boston Bruins,Toronto Maple Leafs,59.85,3,3.09,20182019,
29064,953,953,953,953,2018-12-08,Frederik Andersen,away,Toronto Maple Leafs,Boston Bruins,46.1667,6,2.8,20182019,
29065,954,954,954,954,2018-12-08,Garret Sparks,away,Toronto Maple Leafs,Boston Bruins,13.7833,0,0.18,20182019,
29066,955,955,955,955,2018-12-08,Craig Anderson,home,Ottawa Senators,Pittsburgh Penguins,61.3333,1,4.42,20182019,
29067,956,956,956,956,2018-12-08,Casey DeSmith,away,Pittsburgh Penguins,Ottawa Senators,61.3333,2,2.73,20182019,
29068,957,957,957,957,2018-12-08,Jonathan Bernier,home,Detroit Red Wings,New York Islanders,57.9333,3,1.87,20182019,
29069,958,958,958,958,2018-12-08,Thomas Greiss,away,New York Islanders,Detroit Red Wings,59.8667,2,2.13,20182019,
29070,959,959,959,959,2018-12-08,Louis Domingue,home,Tampa Bay Lightning,Colorado Avalanche,60.0,1,1.93,20182019,
29071,960,960,960,960,2018-12-08,Semyon Varlamov,away,Colorado Avalanche,Tampa Bay Lightning,27.9833,5,1.77,20182019,
29072,961,961,961,961,2018-12-08,Philipp Grubauer,away,Colorado Avalanche,Tampa Bay Lightning,32.0167,2,1.5,20182019,
29073,962,962,962,962,2018-12-08,Roberto Luongo,home,Florida Panthers,New York Rangers,65.0,4,2.54,20182019,
29074,963,963,963,963,2018-12-08,Henrik Lundqvist,away,New York Rangers,Florida Panthers,65.0,4,1.97,20182019,
29075,964,964,964,964,2018-12-08,Joonas Korpisalo,home,Columbus Blue Jackets,Washington Capitals,40.0,1,1.62,20182019,
29076,965,965,965,965,2018-12-08,Sergei Bobrovsky,home,Columbus Blue Jackets,Washington Capitals,20.0,3,0.75,20182019,
29077,966,966,966,966,2018-12-08,Braden Holtby,away,Washington Capitals,Columbus Blue Jackets,59.6667,0,1.94,20182019,
29078,967,967,967,967,2018-12-08,Adin Hill,home,Arizona Coyotes,San Jose Sharks,59.1667,4,2.21,20182019,
29079,968,968,968,968,2018-12-08,Aaron Dell,away,San Jose Sharks,Arizona Coyotes,60.0,3,1.84,20182019,
29080,969,969,969,969,2018-12-08,Mike Smith,home,Calgary Flames,Nashville Predators,60.0,2,1.96,20182019,
29081,970,970,970,970,2018-12-08,Juuse Saros,away,Nashville Predators,Calgary Flames,59.45,4,2.46,20182019,
29082,971,971,971,971,2018-12-09,Chad Johnson,home,St Louis Blues,Vancouver Canucks,45.9,3,1.18,20182019,
29083,972,972,972,972,2018-12-09,Jake Allen,home,St Louis Blues,Vancouver Canucks,14.1,3,0.4,20182019,
29084,973,973,973,973,2018-12-09,Jacob Markstrom,away,Vancouver Canucks,St Louis Blues,60.0,1,1.73,20182019,
29085,974,974,974,974,2018-12-09,Connor Hellebuyck,home,Winnipeg Jets,Philadelphia Flyers,59.6333,1,3.38,20182019,
29086,975,975,975,975,2018-12-09,Michal Neuvirth,away,Philadelphia Flyers,Winnipeg Jets,27.5167,3,0.64,20182019,
29087,976,976,976,976,2018-12-09,Anthony Stolarz,away,Philadelphia Flyers,Winnipeg Jets,32.4833,4,2.3,20182019,
29088,977,977,977,977,2018-12-09,Mike McKenna,home,Ottawa Senators,Boston Bruins,63.1167,2,2.48,20182019,
29089,978,978,978,978,2018-12-09,Tuukka Rask,away,Boston Bruins,Ottawa Senators,63.1167,1,2.34,20182019,
29090,979,979,979,979,2018-12-09,Corey Crawford,home,Chicago Blackhawks,Montreal Canadiens,59.1833,3,3.0,20182019,
29091,980,980,980,980,2018-12-09,Carey Price,away,Montreal Canadiens,Chicago Blackhawks,60.0,2,3.22,20182019,
29092,981,981,981,981,2018-12-09,Ryan Miller,home,Anaheim Ducks,New Jersey Devils,47.1667,4,2.87,20182019,
29093,982,982,982,982,2018-12-09,John Gibson,home,Anaheim Ducks,New Jersey Devils,17.7833,1,0.89,20182019,
29094,983,983,983,983,2018-12-09,Cory Schneider,away,New Jersey Devils,Anaheim Ducks,63.1833,5,2.9,20182019,
29095,984,984,984,984,2018-12-09,Mikko Koskinen,home,Edmonton Oilers,Calgary Flames,60.0,0,1.78,20182019,
29096,985,985,985,985,2018-12-09,David Rittich,away,Calgary Flames,Edmonton Oilers,58.8,1,2.2,20182019,
29097,986,986,986,986,2018-12-09,Marc-Andre Fleury,home,Vegas Golden Knights,Dallas Stars,59.85,2,1.68,20182019,
29098,987,987,987,987,2018-12-09,Ben Bishop,away,Dallas Stars,Vegas Golden Knights,59.45,3,2.58,20182019,
29099,988,988,988,988,2018-12-10,Robin Lehner,home,New York Islanders,Pittsburgh Penguins,64.5833,1,3.82,20182019,
29100,989,989,989,989,2018-12-10,Casey DeSmith,away,Pittsburgh Penguins,New York Islanders,65.0,1,2.87,20182019,
29101,990,990,990,990,2018-12-10,Jimmy Howard,home,Detroit Red Wings,Los Angeles Kings,60.0,1,2.95,20182019,
29102,991,991,991,991,2018-12-10,Jonathan Quick,away,Los Angeles Kings,Detroit Red Wings,57.4,3,1.44,20182019,
29103,992,992,992,992,2018-12-10,Louis Domingue,home,Tampa Bay Lightning,New York Rangers,60.0,3,1.95,20182019,
29104,993,993,993,993,2018-12-10,Henrik Lundqvist,away,New York Rangers,Tampa Bay Lightning,58.45,5,3.15,20182019,
29105,994,994,994,994,2018-12-10,Martin Jones,home,San Jose Sharks,New Jersey Devils,60.0,2,1.81,20182019,
29106,995,995,995,995,2018-12-10,Keith Kinkaid,away,New Jersey Devils,San Jose Sharks,60.0,5,3.86,20182019,
29107,996,996,996,996,2018-12-11,Tuukka Rask,home,Boston Bruins,Arizona Coyotes,60.0,3,2.39,20182019,
29108,997,997,997,997,2018-12-11,Darcy Kuemper,away,Arizona Coyotes,Boston Bruins,58.7667,4,1.79,20182019,
29109,998,998,998,998,2018-12-11,Linus Ullmark,home,Buffalo Sabres,Los Angeles Kings,61.7167,3,2.06,20182019,
29110,999,999,999,999,2018-12-11,Cal Petersen,away,Los Angeles Kings,Buffalo Sabres,61.6,4,3.44,20182019,
29111,1000,1000,1000,1000,2018-12-11,Braden Holtby,home,Washington Capitals,Detroit Red Wings,60.0,2,2.72,20182019,
29112,1001,1001,1001,1001,2018-12-11,Jimmy Howard,away,Detroit Red Wings,Washington Capitals,29.9,1,0.77,20182019,
29113,1002,1002,1002,1002,2018-12-11,Jonathan Bernier,away,Detroit Red Wings,Washington Capitals,30.1,5,1.3,20182019,
29114,1003,1003,1003,1003,2018-12-11,Petr Mrazek,home,Carolina Hurricanes,Toronto Maple Leafs,59.45,4,2.84,20182019,
29115,1004,1004,1004,1004,2018-12-11,Frederik Andersen,away,Toronto Maple Leafs,Carolina Hurricanes,60.0,1,4.05,20182019,
29116,1005,1005,1005,1005,2018-12-11,Joonas Korpisalo,home,Columbus Blue Jackets,Vancouver Canucks,58.15,3,2.26,20182019,
29117,1006,1006,1006,1006,2018-12-11,Jacob Markstrom,away,Vancouver Canucks,Columbus Blue Jackets,60.0,2,2.97,20182019,
29118,1007,1007,1007,1007,2018-12-11,Jake Allen,home,St Louis Blues,Florida Panthers,60.0,3,1.64,20182019,
29119,1008,1008,1008,1008,2018-12-11,Roberto Luongo,away,Florida Panthers,St Louis Blues,58.85,4,2.31,20182019,
29120,1009,1009,1009,1009,2018-12-11,Pekka Rinne,home,Nashville Predators,Ottawa Senators,60.0,1,1.75,20182019,
29121,1010,1010,1010,1010,2018-12-11,Craig Anderson,away,Ottawa Senators,Nashville Predators,58.2167,3,2.63,20182019,
29122,1011,1011,1011,1011,2018-12-11,Devan Dubnyk,home,Minnesota Wild,Montreal Canadiens,60.0,1,1.79,20182019,
29123,1012,1012,1012,1012,2018-12-11,Carey Price,away,Montreal Canadiens,Minnesota Wild,13.8333,0,0.38,20182019,
29124,1013,1013,1013,1013,2018-12-11,Antti Niemi,away,Montreal Canadiens,Minnesota Wild,46.1667,7,2.04,20182019,
29125,1014,1014,1014,1014,2018-12-11,Laurent Brossoit,home,Winnipeg Jets,Chicago Blackhawks,59.8833,3,1.86,20182019,
29126,1015,1015,1015,1015,2018-12-11,Cam Ward,away,Chicago Blackhawks,Winnipeg Jets,58.15,5,2.36,20182019,
29127,1016,1016,1016,1016,2018-12-11,Semyon Varlamov,home,Colorado Avalanche,Edmonton Oilers,33.6167,3,2.14,20182019,
